KMeans_Cluster,mean,median,std
0,337.04524137931037,350.0,33.773971866081666
1,350.4433817903596,350.0,6.420329549992278
2,261.25,260.0,24.923316266811305
3,349.7754201324054,350.0,8.657998067237417
4,423.44698050404185,420.0,22.060269472815232
