column_name,inferred_type,unique_values,missing_count,missing_pct,min,max,mean,median,std,skewness,kurtosis
"residuals_grab2, tonn",numeric,39,0,0.0,2.7,30.0,5.02212049308409,5.0,0.7320836336410362,26.334907469188938,775.8250796784114
