RUL_class,mean,median,std
Critical,0.0061315586419753085,0.0062,0.001544219997490925
Low,0.006216226851851851,0.0063,0.00169021347814019
Medium,0.006090079365079365,0.0062,0.0016640909641238316
Healthy,0.006518939569344756,0.0067,0.0016302782054448796
