KMeans_Cluster,mean,median,std
0,163.8263164137931,163.296,5.235672297600088
1,161.9946941469013,162.816,6.529623420692743
2,167.83612037037037,168.888,5.544774979427434
3,163.58776693260907,162.816,5.141447483042349
4,164.5034531621493,163.8,4.886561759778512
