KMeans_Cluster,mean,median,std
0,300.1009655172414,310.0,31.023059173820965
1,313.4391736801836,320.0,12.700819666800765
2,241.24074074074073,240.0,24.3565435431866
3,316.0909862502122,320.0,9.454342355061215
4,344.41321921065145,350.0,17.289083917186176
