KMeans_Cluster,mean,median,std
0,0.0023200827586206895,0.0024,0.0010519426441030215
1,0.0030661629686304518,0.0031,0.000847240225352227
2,0.005200231481481482,0.0045,0.005124919777958942
3,0.0018972500424376169,0.0018,0.0005078158982686324
4,0.0023549215406562054,0.0024,0.0002776366226235162
