RUL_class,mean,median,std
Critical,113.64351851851852,110.0,17.798679163730444
Low,120.52569444444444,110.0,28.564972664588808
Medium,123.63492063492063,110.0,30.00723661344232
Healthy,111.67770317203056,110.0,15.671339023636811
