RUL_class,mean,median,std
Critical,8.971836419753087,9.0,0.239760637939593
Low,8.973611111111111,9.0,0.16875095579410226
Medium,8.93584656084656,9.0,0.3830172885937974
Healthy,8.965269738365363,9.0,0.25318282436914047
