RUL_class,mean,median,std
Critical,0.015212191358024691,0.01,0.029889047977827512
Low,0.016847453703703705,0.01,0.04348083085150928
Medium,0.01624537037037037,0.01,0.030587007898014395
Healthy,0.017421393841166935,0.01,0.04805856842323215
