RUL_class,mean,median,std
Critical,0.0004021990740740741,0.0004,0.00012402839728772655
Low,0.0004025,0.0004,0.00014730188974951643
Medium,0.0004270998677248677,0.0004,0.0004042948548984428
Healthy,0.00042919657328085206,0.0004,0.00044307974980230567
