RUL_class,mean,median,std
Critical,8.425925925925926,7.0,2.4722136093723375
Low,9.04675925925926,7.0,2.6759264236832667
Medium,9.259424603174603,7.0,2.6732034469955908
Healthy,9.088446399629543,7.0,2.7950782802480827
