,Anomaly_IsoForest,AnomalyScore_IsoForest,Anomaly_LOF,AnomalyScore_LOF,Anomaly_OCSVM,AnomalyScore_OCSVM
275,1,0.0810147215304422,1,0.2922122906496012,1,7.394838334965823
276,1,0.06914525337165334,1,0.4132349087692786,1,6.758238805354644
277,1,0.07461589685745901,1,0.3564796649932438,1,6.898433959640034
278,1,0.08978981105874972,1,0.3638065653024882,1,6.860618507710175
279,1,0.09447429914074068,1,0.42012504544333795,1,7.666687637542193
280,1,0.09791861864011708,1,0.402224941416945,1,7.532328417748253
281,1,0.09022465585902106,1,0.4026843801029867,1,7.3542932136697585
282,1,0.0936453262508457,1,0.33014140761201793,1,7.757900741489525
283,1,0.11623396427980903,1,0.40019658270699243,1,8.962060772911176
284,1,0.09564676970187286,1,0.42965933767169606,1,8.799546350196284
285,1,0.08178790100986638,1,0.34901747824241514,1,7.32472130939307
286,1,0.09678538935773212,1,0.4285287088086708,1,9.06004117056996
287,1,0.10392121296966617,1,0.4295647319165976,1,9.103069827040356
288,1,0.09207549123491138,1,0.40999357963107763,1,8.674037523444667
289,1,0.12378686347591394,1,0.41824948951535523,1,8.441324633118649
290,1,0.08926418487727583,1,0.28282791817331887,1,7.29217544146799
291,1,0.032869688116197504,1,0.1009616130678419,1,5.80164009147843
292,1,0.1256643606093676,1,0.4413072430299656,1,8.847420337290627
293,1,0.12023268859369318,1,0.3837671487255261,1,8.394894566188881
294,1,0.08645606412255491,1,0.241445653571025,1,6.925652721563625
295,1,0.10526336287200355,1,0.4108258155069857,1,8.787812460585048
296,1,0.11334626350128285,1,0.3914124079725527,1,8.609148507064328
297,1,0.12258405992065768,1,0.4319144669030931,1,9.510058077007278
298,1,0.09536468312230434,-1,-0.08687194467302728,1,5.838625198576108
299,1,0.0931296251230756,1,0.37612397423418975,1,8.854183424676055
300,1,0.10520048175251889,1,0.3999816638928666,1,7.993528057473612
301,1,0.08075682811028206,1,0.39973770829278066,1,8.352344278148609
302,1,0.09342695325846023,-1,-0.08666866037370724,1,5.738863673302365
303,1,0.09890999694890967,1,0.3857330910133683,1,8.332177686677841
306,1,0.12752505375152812,1,0.43886016789252014,1,9.19123986345264
307,1,0.12453550398451158,1,0.41121251453263263,1,8.3050068700479
308,1,0.1162636663162036,1,0.40213150705879586,1,8.805823403978165
309,1,0.08622639982034497,1,0.2828277882126553,1,7.210565948610027
310,1,0.10441405340115434,1,0.3958148168764899,1,7.888808076217251
311,1,0.1200498672631577,1,0.3739795375120092,1,8.25033594026775
