RUL_class,mean,median,std
Critical,0.0004555941358024692,0.0005,0.0001409277374503988
Low,0.00046293981481481484,0.0005,0.00016103153842537594
Medium,0.0004369874338624339,0.0004,0.0001659326319338516
Healthy,0.00041437832831674003,0.0004,0.00017449530599329604
