KMeans_Cluster,mean,median,std
0,164.60635696551725,163.696,4.901118011675783
1,163.20612892119357,163.575,4.918194705839823
2,168.88920138888886,169.7,5.8501948220438065
3,164.64113529112205,164.008,5.302936271125223
4,165.23707893485496,164.8,4.686116967141566
