KMeans_Cluster,mean,median,std
0,7.618206896551724,7.0,1.7735795815911912
1,8.25592960979342,7.0,2.442119962344872
2,8.76388888888889,7.0,2.7366705713205524
3,9.880835172296724,7.0,2.9940616464555787
4,11.128863528292914,11.0,1.0840241973471683
