RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,21.976223533495315,13.815279890356758,0.0,11.0,20.0,31.0,61.0
Low,5757.0,19.4382490880667,13.096963569915888,0.0,8.0,18.0,28.0,61.0
Healthy,5760.0,19.128645833333334,13.291015687660483,0.0,8.0,17.0,28.0,61.0
