RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.006238129121832698,0.003288185946211148,0.001,0.0038,0.0056,0.0081,0.0242
Low,5757.0,0.0056665798158763245,0.0034624313992741283,0.001,0.0029,0.005,0.0076,0.0317
Healthy,5760.0,0.006409583333333334,0.0034828399065846283,0.001,0.0038,0.0057,0.0084,0.0317
