RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.015125720236029159,0.004291134562992093,0.0052,0.0121,0.0147,0.0178,0.0387
Low,5757.0,0.014749435469862775,0.004153310899630781,0.0052,0.0117,0.0143,0.0171,0.0387
Healthy,5760.0,0.015116666666666667,0.004294803573185296,0.0052,0.0121,0.0147,0.0178,0.0387
