OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,341.0,0.8374333145417222,3.7882301108891387,-0.390146921,-0.390146921,-0.133962796,0.1222213287997736,20.104583084240257
1,17162.0,-0.01663936350615343,0.8493502190890121,-0.390146921,-0.133962796,-0.133962796,-0.133962796,20.104583084240257
