LOF,count,mean,std,min,25%,50%,75%,max
-1,176.0,0.11872790910241343,0.7021574511490688,-0.390146921,-0.133962796,-0.133962796,-0.0699167648000566,3.452614954706521
1,17327.0,-0.0012059853544123342,1.002542492684353,-0.390146921,-0.133962796,-0.133962796,-0.133962796,20.104583084240257
