KMeans,count,mean,std,min,25%,50%,75%,max
0,623.0,0.03940353964353031,0.7566917992855922,-0.390146921,-0.133962796,-0.133962796,-0.133962796,3.452614954706521
1,14732.0,0.0031023189218071802,1.0609161882429579,-0.390146921,-0.133962796,-0.133962796,-0.133962796,20.104583084240257
2,2148.0,-0.032705662843510466,0.5121125857413018,-0.390146921,-0.390146921,-0.133962796,0.1222213287997736,3.452614954706521
