KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,date,count
1,0,300,2,1,1,1,2020-05-30,8
1,0,301,1,1,1,1,2020-05-30,8
1,0,302,1,1,1,1,2020-05-30,8
1,0,303,1,1,1,1,2020-05-31,9
1,0,304,1,1,1,1,2020-05-31,36
1,0,305,1,1,1,1,2020-05-31,9
1,0,306,1,1,-1,1,2020-05-31,9
1,0,307,2,1,1,-1,2020-05-31,8
1,0,307,2,1,1,1,2020-05-31,1
1,0,308,1,1,1,1,2020-05-31,9
1,0,309,1,1,1,1,2020-05-31,9
1,0,317,1,1,1,1,2020-06-07,14
1,0,318,1,1,-1,1,2020-06-07,3
1,0,318,1,1,1,1,2020-06-07,4
1,0,319,1,1,1,1,2020-06-07,7
1,0,320,1,1,1,1,2020-06-07,21
1,0,321,1,1,1,1,2020-06-07,7
1,0,322,1,1,1,1,2020-06-07,7
1,0,323,1,1,1,1,2020-06-07,7
1,0,324,1,1,1,1,2020-06-07,7
1,0,325,1,1,1,1,2020-06-07,7
1,0,326,2,1,1,1,2020-06-07,7
1,0,327,1,1,1,1,2020-06-08,8
1,0,328,1,1,1,1,2020-06-08,8
1,0,329,1,1,1,-1,2020-06-08,8
1,0,330,1,1,1,1,2020-06-08,8
1,0,331,1,1,1,1,2020-06-08,56
1,0,331,1,1,1,1,2020-08-08,6
1,0,332,1,1,1,1,2020-06-08,8
1,0,333,1,1,1,1,2020-06-08,8
1,0,334,1,1,1,1,2020-06-08,8
1,0,335,1,1,1,1,2020-06-08,8
1,0,336,2,1,1,1,2020-06-08,8
1,0,337,2,1,-1,1,2020-06-08,7
1,0,337,2,1,1,1,2020-06-08,1
1,0,338,1,1,1,1,2020-06-08,8
1,0,339,1,1,1,1,2020-06-09,7
1,0,340,2,1,1,-1,2020-06-09,1
1,0,340,2,1,1,1,2020-06-09,6
1,0,341,2,1,1,1,2020-06-09,14
1,0,342,2,1,-1,1,2020-06-09,6
1,0,342,2,1,1,1,2020-06-09,1
1,0,343,1,1,-1,1,2020-06-09,6
1,0,343,1,1,1,1,2020-06-09,1
1,0,344,1,1,1,1,2020-06-09,7
1,0,345,2,-1,1,-1,2020-07-05,6
1,0,346,2,-1,1,-1,2020-07-05,4
1,0,346,2,-1,1,1,2020-07-05,4
1,0,347,2,-1,1,-1,2020-07-05,8
1,0,347,2,-1,1,1,2020-07-05,1
1,0,350,2,-1,-1,-1,2020-07-05,9
1,0,351,2,-1,1,-1,2020-07-05,5
1,0,351,2,-1,1,1,2020-07-05,3
1,0,352,2,-1,1,-1,2020-07-05,4
1,0,352,2,-1,1,1,2020-07-05,14
1,0,354,2,-1,1,-1,2020-07-05,2
1,0,354,2,-1,1,1,2020-07-05,7
1,0,356,2,-1,1,-1,2020-07-05,5
1,0,356,2,-1,1,1,2020-07-05,4
1,0,357,2,-1,1,-1,2020-07-05,3
1,0,357,2,-1,1,1,2020-07-05,12
1,0,358,2,-1,1,-1,2020-07-05,9
1,0,359,2,-1,1,-1,2020-07-05,9
1,0,360,2,1,-1,-1,2020-07-07,5
1,0,361,1,1,1,1,2020-07-07,5
1,0,362,1,1,1,1,2020-07-07,5
1,0,363,1,1,-1,1,2020-07-07,4
1,0,363,1,1,1,1,2020-07-07,1
1,0,365,2,1,-1,1,2020-07-07,5
1,0,370,1,1,1,1,2020-07-08,7
1,0,371,1,1,1,1,2020-07-08,7
1,0,372,2,1,1,-1,2020-07-08,6
1,0,372,2,1,1,1,2020-07-08,1
1,0,373,1,1,1,1,2020-07-08,7
1,0,374,1,1,1,1,2020-07-08,7
1,0,375,1,1,1,1,2020-07-08,14
1,0,376,1,1,1,1,2020-08-08,24
1,0,376,1,1,1,1,2020-08-26,15
1,0,376,1,1,1,1,2020-07-08,7
1,0,377,2,1,1,-1,2020-07-09,1
1,0,377,2,1,1,1,2020-07-09,44
1,0,378,2,1,1,1,2020-07-09,9
1,0,379,2,1,-1,-1,2020-07-09,9
1,0,380,2,1,1,1,2020-07-09,9
1,0,381,2,-1,-1,-1,2020-07-09,9
1,0,382,1,1,-1,1,2020-07-09,1
1,0,382,1,1,1,1,2020-07-09,7
1,0,383,2,1,1,1,2020-07-09,16
1,0,384,1,1,1,1,2020-07-13,7
1,0,385,1,1,1,1,2020-07-13,7
1,0,386,1,1,-1,1,2020-07-13,1
1,0,386,1,1,1,1,2020-07-13,6
1,0,387,1,1,1,1,2020-07-13,7
1,0,388,1,1,1,1,2020-07-13,7
1,0,389,1,1,1,1,2020-07-13,7
1,0,390,1,1,1,1,2020-07-13,7
1,0,391,1,1,1,1,2020-07-14,10
1,0,392,1,1,1,1,2020-07-14,10
1,0,393,1,1,-1,1,2020-07-14,1
1,0,393,1,1,1,1,2020-07-14,9
1,0,394,1,1,1,1,2020-07-14,10
1,0,395,2,1,1,-1,2020-07-14,1
1,0,395,2,1,1,1,2020-07-14,9
1,0,396,1,1,1,1,2020-07-15,10
1,0,397,1,1,1,1,2020-07-15,10
1,0,398,1,1,1,1,2020-07-15,10
1,0,399,2,1,1,1,2020-07-15,10
1,0,400,1,1,1,1,2020-07-15,10
1,0,401,1,1,1,1,2020-07-15,10
1,0,402,1,1,1,1,2020-07-16,6
1,0,403,1,1,1,1,2020-07-16,6
1,0,404,1,1,1,1,2020-07-16,6
1,0,405,1,1,1,1,2020-07-16,6
1,0,406,1,1,1,1,2020-07-16,6
1,0,407,1,1,1,1,2020-07-16,6
1,0,408,1,1,1,1,2020-07-16,6
1,0,409,2,1,-1,-1,2020-07-16,6
1,0,410,1,1,-1,-1,2020-07-16,6
1,0,411,1,1,1,1,2020-07-16,6
1,0,412,1,1,1,1,2020-07-17,9
1,0,413,1,1,1,1,2020-07-17,9
1,0,414,1,1,1,1,2020-07-17,9
1,0,415,2,1,1,1,2020-07-17,9
1,0,416,1,1,-1,-1,2020-07-17,9
1,0,417,1,1,1,1,2020-07-17,9
1,0,418,1,1,-1,1,2020-07-17,9
1,0,419,1,1,1,1,2020-07-17,9
1,0,420,1,1,1,1,2020-07-17,18
1,0,421,1,1,1,1,2020-07-18,6
1,0,422,1,1,-1,1,2020-07-18,2
1,0,422,1,1,1,1,2020-07-18,4
1,0,423,1,1,1,1,2020-07-18,6
1,0,424,1,1,1,1,2020-07-18,6
1,0,425,1,1,-1,1,2020-07-18,6
1,0,426,1,1,1,1,2020-07-18,6
1,0,427,1,1,1,1,2020-07-18,6
1,0,428,1,1,1,1,2020-07-18,6
1,0,428,1,1,1,1,2020-08-13,6
1,0,429,1,1,1,1,2020-07-18,6
1,0,430,1,1,1,1,2020-07-18,6
1,0,431,1,1,1,1,2020-07-18,6
1,0,432,2,1,-1,1,2020-07-18,6
1,0,433,1,1,1,-1,2020-07-18,6
1,0,434,1,1,1,1,2020-07-18,6
1,0,435,1,1,1,1,2020-07-18,6
1,0,436,1,1,1,1,2020-07-19,18
1,0,437,1,1,-1,1,2020-07-19,9
1,0,438,1,1,1,1,2020-07-19,9
1,0,439,1,1,1,1,2020-07-19,9
1,0,440,1,1,1,1,2020-07-19,9
1,0,440,1,1,1,1,2020-07-20,9
1,0,441,2,1,1,1,2020-07-19,9
1,0,442,1,1,1,1,2020-07-19,9
1,0,443,1,1,1,1,2020-07-19,9
1,0,444,2,1,1,1,2020-07-20,9
1,0,445,1,1,1,1,2020-07-20,9
1,0,446,1,1,1,1,2020-07-20,9
1,0,447,1,1,1,-1,2020-07-21,6
1,0,448,1,1,1,1,2020-07-21,18
1,0,449,1,1,1,1,2020-07-21,6
1,0,450,1,1,-1,-1,2020-07-21,2
1,0,450,1,1,-1,1,2020-07-21,4
1,0,451,1,1,1,1,2020-07-21,6
1,0,452,1,1,1,1,2020-07-21,6
1,0,453,1,1,1,1,2020-07-21,6
1,0,454,1,1,1,1,2020-07-22,12
1,0,455,1,1,1,1,2020-07-22,6
1,0,456,1,1,1,1,2020-07-22,6
1,0,457,1,1,1,1,2020-07-22,12
1,0,458,1,1,1,1,2020-07-22,6
1,0,458,1,1,1,1,2020-07-27,6
1,0,459,1,1,1,1,2020-07-22,6
1,0,460,1,1,1,1,2020-07-22,6
1,0,461,1,1,1,1,2020-07-22,6
1,0,462,2,1,1,1,2020-07-22,6
1,0,463,2,1,1,1,2020-07-22,6
1,0,464,1,1,-1,1,2020-07-22,5
1,0,464,1,1,1,1,2020-07-22,1
1,0,465,1,1,1,1,2020-07-28,7
1,0,465,1,1,1,1,2020-07-22,6
1,0,466,1,1,1,1,2020-07-23,9
1,0,467,1,1,1,1,2020-07-23,27
1,0,468,1,1,1,1,2020-07-23,9
1,0,469,1,1,1,1,2020-07-23,9
1,0,470,1,1,1,1,2020-07-23,9
1,0,471,1,1,1,1,2020-07-23,9
1,0,472,1,1,1,1,2020-07-23,9
1,0,473,1,1,1,1,2020-07-23,9
1,0,474,1,1,1,1,2020-07-23,9
1,0,475,1,1,1,1,2020-07-23,9
1,0,476,1,1,1,1,2020-07-23,9
1,0,477,1,1,1,1,2020-07-23,18
1,0,478,1,1,1,1,2020-07-23,9
1,0,479,2,1,1,1,2020-07-23,9
1,0,480,1,1,1,1,2020-07-23,9
1,0,481,1,1,1,1,2020-07-23,6
1,0,482,1,1,-1,-1,2020-07-23,6
1,0,483,1,1,1,1,2020-07-24,10
1,0,484,1,1,1,1,2020-07-24,10
1,0,485,1,1,1,1,2020-07-24,10
1,0,486,1,1,1,1,2020-07-24,10
1,0,487,1,1,1,1,2020-07-24,10
1,0,488,1,1,1,1,2020-07-25,6
1,0,489,1,1,-1,1,2020-07-25,6
1,0,490,1,1,1,1,2020-07-29,7
1,0,490,1,1,1,1,2020-07-25,6
1,0,491,1,1,1,1,2020-07-25,30
1,0,492,1,1,1,1,2020-07-25,12
1,0,493,1,1,1,1,2020-07-26,8
1,0,494,1,1,1,1,2020-07-26,8
1,0,495,2,1,-1,-1,2020-07-26,8
1,0,496,1,1,1,1,2020-07-26,8
1,0,497,1,1,1,1,2020-07-26,8
1,0,498,1,1,1,-1,2020-07-26,8
1,0,498,1,1,1,1,2020-07-26,8
1,0,499,1,1,1,1,2020-07-26,8
1,0,500,1,1,1,1,2020-07-26,8
1,0,501,1,1,1,1,2020-07-26,8
1,0,502,1,1,1,-1,2020-07-26,1
1,0,502,1,1,1,1,2020-07-26,7
1,0,503,2,1,1,1,2020-07-26,8
1,0,504,1,1,1,-1,2020-07-26,8
1,0,505,1,1,1,1,2020-07-26,8
1,0,506,1,1,1,1,2020-07-27,7
1,0,507,1,1,1,1,2020-07-27,7
1,0,508,1,1,1,1,2020-07-27,13
1,0,509,1,1,1,1,2020-07-27,6
1,0,510,1,1,1,1,2020-07-27,7
1,0,511,2,1,1,1,2020-07-27,7
1,0,512,1,1,1,1,2020-07-27,7
1,0,513,2,1,-1,1,2020-07-28,7
1,0,514,1,1,-1,1,2020-07-28,2
1,0,514,1,1,1,1,2020-07-28,5
1,0,515,1,1,1,1,2020-07-28,14
1,0,516,1,1,1,1,2020-07-28,7
1,0,517,1,1,1,1,2020-07-28,7
1,0,518,1,1,1,1,2020-07-28,7
1,0,519,1,1,1,1,2020-07-28,7
1,0,520,1,1,1,-1,2020-07-29,3
1,0,520,1,1,1,1,2020-07-29,4
1,0,521,1,1,1,1,2020-07-29,7
1,0,522,1,1,1,-1,2020-07-29,7
1,0,523,2,1,1,1,2020-07-29,7
1,0,524,1,1,1,1,2020-07-29,7
1,0,525,1,1,1,1,2020-07-29,7
1,0,527,1,1,1,1,2020-07-29,7
1,0,528,1,1,1,1,2020-07-29,7
1,0,529,1,1,1,1,2020-07-29,7
1,0,530,1,1,1,1,2020-07-30,6
1,0,531,1,1,1,1,2020-07-30,6
1,0,532,1,1,1,1,2020-07-30,12
1,0,533,1,1,1,1,2020-07-30,6
1,0,534,1,1,1,1,2020-07-30,6
1,0,535,1,1,1,1,2020-07-30,6
1,0,536,2,1,-1,1,2020-07-30,6
1,0,537,1,1,-1,1,2020-07-30,6
1,0,538,1,1,1,1,2020-07-30,6
1,0,539,1,1,1,1,2020-07-31,16
1,0,539,1,1,1,1,2020-08-26,5
1,0,540,1,1,1,1,2020-07-31,16
1,0,541,1,1,1,1,2020-07-31,8
1,0,542,1,1,1,1,2020-07-31,8
1,0,543,1,1,-1,1,2020-07-31,8
1,0,544,1,1,-1,1,2020-07-31,8
1,0,545,1,1,1,1,2020-07-31,8
1,0,546,1,1,1,1,2020-07-31,9
1,0,547,1,1,-1,1,2020-07-31,1
1,0,547,1,1,1,1,2020-07-31,8
1,0,548,1,1,1,1,2020-07-31,9
1,0,549,1,1,1,1,2020-07-31,8
1,0,550,1,1,1,1,2020-07-31,9
1,0,551,2,1,-1,1,2020-07-31,3
1,0,551,2,1,1,1,2020-07-31,6
1,0,552,2,1,1,-1,2020-07-31,8
1,0,552,2,1,1,1,2020-07-31,1
1,0,553,2,1,-1,1,2020-07-31,9
1,0,554,2,1,-1,1,2020-07-31,9
1,0,555,1,1,1,1,2020-07-31,9
1,0,574,1,1,1,1,2020-08-07,7
1,0,576,1,1,1,1,2020-08-07,7
1,0,579,2,1,1,-1,2020-08-08,3
1,0,579,2,1,1,1,2020-08-08,3
1,0,580,1,1,-1,-1,2020-08-08,6
1,0,581,1,1,1,1,2020-08-08,6
1,0,582,1,1,1,1,2020-08-08,6
1,0,583,1,1,1,1,2020-08-08,6
1,0,584,1,1,1,1,2020-08-08,6
1,0,585,1,1,1,1,2020-08-08,6
1,0,586,1,1,1,1,2020-08-09,7
1,0,587,1,1,-1,-1,2020-08-09,7
1,0,588,2,1,1,1,2020-08-09,49
1,0,589,1,1,-1,1,2020-08-09,1
1,0,589,1,1,1,1,2020-08-09,6
1,0,590,2,1,1,-1,2020-08-09,2
1,0,590,2,1,1,1,2020-08-09,5
1,0,591,1,1,1,1,2020-08-09,7
1,0,592,2,1,1,1,2020-08-09,14
1,0,593,2,1,-1,-1,2020-08-09,7
1,0,594,1,1,1,1,2020-08-13,6
1,0,595,1,1,1,1,2020-08-13,6
1,0,596,2,1,-1,1,2020-08-13,6
1,0,597,1,1,-1,-1,2020-08-13,6
1,0,598,1,1,1,1,2020-08-13,30
1,0,598,1,1,1,1,2020-08-17,6
1,0,598,1,1,1,1,2020-08-14,5
1,0,599,1,1,1,1,2020-08-13,6
1,0,600,2,1,1,1,2020-08-13,6
1,0,601,1,1,1,1,2020-08-14,70
1,0,602,1,1,1,1,2020-08-15,60
1,0,602,1,1,1,1,2020-08-14,5
1,0,603,1,1,1,1,2020-08-15,18
1,0,603,1,1,1,1,2020-08-14,15
1,0,604,2,1,-1,-1,2020-08-14,5
1,0,605,1,1,1,1,2020-08-14,5
1,0,606,1,1,1,1,2020-08-14,5
1,0,607,1,1,-1,1,2020-08-14,2
1,0,607,1,1,1,1,2020-08-14,3
1,0,608,2,-1,1,-1,2020-08-14,1
1,0,608,2,1,1,-1,2020-08-14,4
1,0,609,1,1,1,-1,2020-08-14,5
1,0,610,1,1,1,1,2020-08-15,6
1,0,611,1,1,1,1,2020-08-15,6
1,0,611,2,1,1,1,2020-08-15,6
1,0,612,1,1,1,1,2020-08-15,6
1,0,613,1,1,1,1,2020-08-15,12
1,0,614,1,1,1,1,2020-08-15,12
1,0,615,1,1,1,1,2020-08-15,6
1,0,616,1,1,1,-1,2020-08-15,6
1,0,617,1,1,1,1,2020-08-15,6
1,0,618,1,1,1,-1,2020-08-15,6
1,0,619,1,1,1,1,2020-08-15,6
1,0,620,1,1,1,1,2020-08-15,24
1,0,621,1,1,1,1,2020-08-15,6
1,0,622,1,1,1,1,2020-08-16,8
1,0,623,1,1,1,1,2020-08-16,8
1,0,624,1,1,1,1,2020-08-18,16
1,0,624,1,1,1,1,2020-08-17,6
1,0,625,1,1,1,1,2020-08-17,6
1,0,625,1,1,1,1,2020-08-18,4
1,0,626,1,1,1,1,2020-08-17,6
1,0,627,1,1,1,1,2020-08-17,6
1,0,627,2,1,1,1,2020-08-17,6
1,0,628,1,1,1,1,2020-08-17,12
1,0,629,1,1,1,1,2020-08-17,6
1,0,630,1,1,1,1,2020-08-17,6
1,0,631,1,1,1,1,2020-08-17,6
1,0,632,1,1,1,1,2020-08-17,18
1,0,633,1,1,1,1,2020-08-21,5
1,0,634,1,1,1,1,2020-08-21,5
1,0,635,2,1,1,1,2020-08-21,5
1,0,636,1,1,1,1,2020-08-24,5
1,0,637,1,1,1,1,2020-08-24,5
1,0,638,1,1,1,1,2020-08-24,5
1,0,639,1,1,1,1,2020-08-24,5
1,0,640,1,1,1,1,2020-08-24,20
1,0,641,1,1,1,1,2020-08-25,30
1,0,642,1,1,-1,-1,2020-08-25,5
1,0,643,1,1,1,-1,2020-08-25,1
1,0,643,1,1,1,1,2020-08-26,4
1,0,643,1,1,1,1,2020-08-25,3
1,0,644,1,1,1,1,2020-08-26,28
1,0,644,1,1,1,1,2020-08-25,4
1,0,645,1,1,1,1,2020-08-26,10
1,0,646,1,1,1,1,2020-08-26,15
1,0,647,1,1,-1,-1,2020-08-26,5
1,0,648,1,1,1,1,2020-08-26,5
1,0,649,1,1,1,1,2020-08-26,5
1,0,650,1,1,1,1,2020-08-26,5
1,1,-1,0,-1,-1,-1,2020-01-05,3
2,0,-1,1,1,-1,-1,2020-04-07,1
2,0,134,1,1,-1,-1,2020-04-07,5
2,0,282,1,1,-1,-1,2020-05-28,7
2,2,-1,1,-1,1,-1,2020-03-07,16
2,2,-1,1,-1,1,1,2020-03-07,44
2,2,-1,2,-1,1,-1,2020-03-07,6
2,2,75,1,-1,1,-1,2020-02-07,7
2,2,76,1,-1,1,1,2020-02-07,7
2,2,77,1,-1,1,-1,2020-02-07,2
2,2,77,1,-1,1,1,2020-02-07,12
2,2,78,1,-1,1,1,2020-02-07,7
2,2,79,1,-1,1,1,2020-02-07,7
2,2,80,1,-1,1,-1,2020-02-07,4
2,2,80,1,-1,1,1,2020-02-07,3
2,2,81,1,-1,1,-1,2020-02-07,5
2,2,81,1,-1,1,1,2020-02-07,1
2,2,82,1,-1,1,-1,2020-02-07,6
2,2,205,2,-1,1,1,2020-05-15,5
2,2,206,1,-1,1,-1,2020-05-15,5
2,2,206,1,-1,1,1,2020-05-15,65
2,2,207,1,-1,1,-1,2020-05-15,2
2,2,207,1,-1,1,1,2020-05-15,8
2,2,209,2,-1,-1,-1,2020-05-15,5
2,2,210,1,-1,1,-1,2020-05-15,5
2,2,212,2,-1,-1,-1,2020-05-15,5
2,2,214,1,-1,-1,-1,2020-05-15,5
2,2,215,1,-1,1,1,2020-05-15,5
2,2,364,1,-1,1,1,2020-08-07,70
2,2,364,1,-1,1,1,2020-07-07,10
2,2,366,1,-1,-1,-1,2020-07-07,5
2,2,367,1,-1,-1,-1,2020-07-07,1
2,2,367,1,-1,-1,1,2020-07-07,4
2,2,368,1,-1,1,1,2020-07-07,5
2,2,369,1,-1,1,1,2020-07-07,5
2,2,566,1,-1,1,1,2020-08-07,7
2,2,567,1,-1,1,1,2020-08-07,14
2,2,568,1,-1,1,1,2020-08-07,7
2,2,569,1,-1,1,1,2020-08-07,7
2,2,570,1,-1,1,-1,2020-08-07,7
2,2,571,1,-1,1,-1,2020-08-07,3
2,2,571,1,-1,1,1,2020-08-07,4
2,2,572,1,-1,1,-1,2020-08-07,4
2,2,572,1,-1,1,1,2020-08-07,3
2,2,573,2,-1,-1,-1,2020-08-07,7
2,2,575,1,-1,1,-1,2020-08-07,1
2,2,575,1,-1,1,1,2020-08-07,6
2,2,577,1,-1,1,-1,2020-08-08,6
2,2,578,1,-1,1,-1,2020-08-08,6
