antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'num_crystallizer_High'}),"frozenset({'slag_weight_close_grab1, tonn_1.8'})",0.32131489090803866,1.0,0.32131489090803866,1.0,1.0,1.0,0.0,inf,0.0,0.3213148909080387,0.0,0.6606574454540193
frozenset({'num_crystallizer_High'}),frozenset({'kind_B 789/BC'}),0.32131489090803866,0.9997106314022802,0.3212570171884947,0.9998198847262247,1.0001092849475766,1.0,3.510471986456487e-05,1.6065744545397893,0.00016100692974983137,0.32133140376266284,0.37755763688745153,0.6605849452576359
frozenset({'num_crystallizer_High'}),"frozenset({'metal_residue_grab1, tonn_0.4'})",0.32131489090803866,0.9993633890850165,0.32119914346895073,0.9996397694524495,1.0002765564262726,1.0,8.880512761083592e-05,1.767231899993645,0.000407375910061809,0.3213665315576143,0.4341433062612801,0.6605217610292129
frozenset({'num_crystallizer_High'}),frozenset({'alloy_type_open'}),0.32131489090803866,0.989698477921176,0.3189420684067365,0.9926152737752161,1.0029471560471293,1.0,0.0009372099416419255,1.3949768434543934,0.004329689574702222,0.32149107455372766,0.2831422222581909,0.6574385649035135
frozenset({'num_crystallizer_High'}),"frozenset({'residuals_grab2, tonn_4.0'})",0.32131489090803866,0.9745355634006597,0.31309682273279704,0.9744236311239193,0.9998851429532752,1.0,-3.5965507289958953e-05,0.9956236056305426,-0.0001692254624025661,0.31859136682174194,-0.004395631385904883,0.6478508083762597
frozenset({'num_crystallizer_High'}),frozenset({'doc_requirement_DOC 34028-2016'}),0.32131489090803866,0.7953006539730308,0.2470629087331443,0.7689121037463977,0.9668194033353228,1.0,-0.008479034137291896,0.8858073025266819,-0.048133406456876644,0.284126455906822,-0.12891370069719918,0.539782787428431
frozenset({'num_crystallizer_High'}),"frozenset({'alloy_speed, meter/minute_2.0'})",0.32131489090803866,0.8727935644423868,0.27380056716245155,0.8521253602305476,0.9763194814285281,1.0,-0.00664100178159216,0.86023158369777,-0.034504917930083916,0.2975097472016099,-0.16247766177268808,0.582915673948574
frozenset({'num_crystallizer_High'}),"frozenset({'crystallizer_movement, mm_Low'})",0.32131489090803866,0.6223161062561491,0.20041669078071647,0.6237391930835735,1.0022867587920643,1.0,0.0004572589887065215,1.003782181936745,0.0033617084366713676,0.26966204641021646,0.0037679309364184238,0.4728944268217086
frozenset({'num_crystallizer_High'}),frozenset({'workpiece_slice_geometry_180x180'}),0.32131489090803866,0.8681057931593263,0.2727588402106603,0.8488832853025936,0.9778569524495677,1.0,-0.0061764780149650145,0.8727969444331584,-0.0322879083558361,0.29755666393080366,-0.14574186628191532,0.5815416426512968
frozenset({'num_crystallizer_High'}),frozenset({'steel_type_Arm500'}),0.32131489090803866,0.7896869031772672,0.24584756062272123,0.7651296829971181,0.9689025864790916,1.0,-0.007890600523189295,0.8954434919937212,-0.04515528439850977,0.284166164960867,-0.11676505434584356,0.538226255936082
