IsolationForest,LOF,OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,-1,-1,118.0,12.754237288135593,5.559217249023964,1.0,10.0,12.0,17.0,24.0
-1,-1,1,32.0,11.59375,7.188069753013917,1.0,4.75,11.5,18.25,23.0
-1,1,-1,252.0,12.420634920634921,6.795068723553833,1.0,7.0,12.0,18.0,24.0
-1,1,1,462.0,12.497835497835498,5.856471629475376,1.0,8.0,12.0,17.0,24.0
1,-1,-1,247.0,13.45344129554656,6.626877575602825,1.0,8.0,14.0,19.0,24.0
1,-1,1,467.0,12.700214132762312,5.342362479645125,1.0,9.0,12.0,17.0,24.0
1,1,-1,247.0,12.647773279352228,6.451934944941296,1.0,7.0,12.0,18.0,24.0
1,1,1,15454.0,12.763103403649541,5.40444559583385,1.0,9.0,12.0,17.0,24.0
