RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.3302938215897258,0.033358851552806275,0.261,0.319,0.323,0.332,0.599
Low,5757.0,0.33465520236234153,0.05239252969266858,0.261,0.316,0.323,0.331,0.617
Healthy,5760.0,0.3431607638888889,0.07040711263360219,0.261,0.302,0.323,0.365,0.617
