IsolationForest,LOF,OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,-1,-1,118.0,0.37540677966101693,0.12638032664220467,0.267,0.29725,0.323,0.331,0.61
-1,-1,1,32.0,0.3606875,0.09599477052288805,0.296,0.323,0.326,0.331,0.61
-1,1,-1,252.0,0.4023333333333334,0.12899241770236416,0.272,0.323,0.323,0.59,0.617
-1,1,1,462.0,0.502512987012987,0.1346305253496301,0.269,0.327,0.593,0.605,0.617
1,-1,-1,247.0,0.3297004048582996,0.0410104998432889,0.272,0.301,0.323,0.324,0.448
1,-1,1,467.0,0.32335974304068527,0.028452338098677758,0.271,0.309,0.323,0.328,0.409
1,1,-1,247.0,0.33588663967611343,0.03291408043216219,0.272,0.323,0.323,0.325,0.443
1,1,1,15454.0,0.33011330399896466,0.03665934573734909,0.261,0.314,0.323,0.332,0.449
