IsolationForest,LOF,OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,-1,-1,118.0,2086.9491525423728,106.09227135852413,1795.0,1950.0,2155.0,2155.0,2155.0
-1,-1,1,32.0,1982.03125,75.62491668883708,1950.0,1950.0,1950.0,1950.0,2155.0
-1,1,-1,252.0,2048.8690476190477,102.27010324729736,1950.0,1950.0,1950.0,2155.0,2155.0
-1,1,1,462.0,2088.7337662337663,95.82764550283851,1950.0,1950.0,2155.0,2155.0,2155.0
1,-1,-1,247.0,2116.821862348178,155.39917341263615,1255.0,2155.0,2155.0,2155.0,2155.0
1,-1,1,467.0,2113.982869379015,81.86521769959582,1950.0,2155.0,2155.0,2155.0,2155.0
1,1,-1,247.0,2122.408906882591,74.81390735253095,1950.0,2155.0,2155.0,2155.0,2155.0
1,1,1,15454.0,2130.791380872266,65.79741563088652,1950.0,2155.0,2155.0,2155.0,2155.0
