LOF,count,mean,std,min,25%,50%,75%,max
-1,176.0,1.0487832972821538,9.934599321022025,-0.074750394,-0.040680085500000004,-0.0169851195,0.014190579,93.44831559878088
1,17327.0,-0.01065307672868645,0.04532698504736706,-0.074750394,-0.04231089,-0.012100982,0.0189588215082585,2.941494271812739
