GMM,count,mean,std,min,25%,50%,75%,max
0,2314.0,-0.015608939911949716,0.014514831375543014,-0.074750394,-0.024187153,-0.014926607,-0.006118603,0.067634633
1,2499.0,0.06267902911815999,2.6444952349978825,-0.074750394,-0.04980542,-0.014518216,0.01759567794704725,93.44831559878088
2,12690.0,-0.00949691150246818,0.04124486849358565,-0.074750394,-0.046207163,-0.0090104545,0.0239119439470799,0.1334518353421411
