Hierarchical,count,mean,std,min,25%,50%,75%,max
0,633.0,-0.03533123938698384,0.02646054638308885,-0.074750394,-0.056052701,-0.042112214,-0.014529254,0.067634633
1,2142.0,-0.015000856096764412,0.013713720046206702,-0.074750394,-0.02387258125,-0.0145016595,-0.0054011595,0.0128881419942051
2,14728.0,0.00370019745620173,1.0901100190511166,-0.074750394,-0.045804290750000004,-0.009220169,0.023630485080557824,93.44831559878088
