OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,341.0,0.5273609869703998,7.147792528547058,-0.074750394,-0.046505178,-0.025544778,0.001574603,93.44831559878088
1,17162.0,-0.010478388108215667,0.04539345096943622,-0.074750394,-0.04220603325,-0.0118084855,0.019187851599149174,2.941494271812739
