IsolationForest,count,mean,std,min,25%,50%,75%,max
-1,175.0,-0.03668070575428572,0.02203914687226354,-0.074750394,-0.054209422,-0.03504815,-0.016240082,0.003031566
1,17328.0,0.00037044802347119737,1.0050566917080885,-0.074750394,-0.04203495,-0.011692591,0.019190611,93.44831559878088
