PC1,PC2,Cluster
2.1387823601985922,0.5433751443587783,2
1.8962150899613321,0.4760937588849645,2
2.5769728267513,0.16533428754358143,2
1.8764942734059462,-0.3465887362952229,2
-0.9178586168213162,-0.2558919537390504,1
1.2721848977421308,0.26103925353690105,2
0.4642677806675164,1.0205797046529133,2
-4.276104869687382,-0.1302986639771283,3
-0.500572492050608,-0.17864044335479962,1
1.3450761018948019,0.8681587120540268,2
-1.8123812619075055,-1.1734232128407982,1
2.1277312489753992,-0.2227172687521758,2
1.6444934310435524,-0.36555605465963814,2
2.0861933092595493,1.2424810073629537,2
-1.6165715703063657,0.12952741482163424,1
0.21452287008307266,0.8730582080379499,2
1.8267782449468022,0.6524940217107693,2
0.5265799898368742,2.9298401010521484,2
-0.3464165942106535,1.4593239649245013,2
-5.163353155717363,0.19050950823000773,3
2.0936419512407554,2.1687917409823996,2
-1.0542748214644226,-2.5600392387684536,1
0.8453469548561547,-1.0877019080052708,2
-0.468393064342683,1.0365407633867685,2
1.4426685106436365,1.2359983775297398,2
-7.610249879499923,1.0789242971749389,3
0.3966892413484505,1.34799650201438,2
2.254385572350876,0.05342397745101615,2
1.2928404199302732,2.046141642732841,2
-2.2008832271511585,-14.023756960659203,1
2.5231849379715556,0.7181007092861927,2
-1.345361053848332,0.7128534472863063,1
-0.5656525566459998,1.182845305954356,2
2.9183219618377088,-8.289026886600116,0
-0.5260171275497751,1.38990747270594,2
1.352918240960516,1.9844155152129936,2
-7.127791662437314,1.3337052611991524,3
-1.6438684303919844,-0.07400468910771116,1
-6.812171907814826,1.8961874878431493,3
-6.658854519963234,1.2299457009054673,3
1.0803463574372687,0.515928055818147,2
-2.0625970904841293,0.4235343702315957,1
1.0359745977351857,-0.09174147708767769,2
1.0924409194893057,0.8316280222151805,2
-0.6226858225890878,-0.244209659291392,1
2.886790937661283,1.783810927954644,2
1.0197667122709728,2.074527890100878,2
-1.52760952521798,-2.783119090936318,1
1.3884054279454432,2.4048270849565325,2
-2.5064008784928675,0.7953081043128771,1
-5.418241082173411,-0.40690261320396626,3
-0.3767280850753414,0.8680629187813236,2
1.998269875848795,-0.17870586992586007,2
-7.414035089508178,0.9748798146088073,3
5.776821425096478,-6.27744983790367,0
-4.595601093417904,0.7925069471290572,3
4.1842077722756486,2.0509456747454644,2
0.8726208206707281,-0.1820260440780615,2
-1.6463220063558313,-0.929087184241518,1
1.433786739783992,0.8674059928063408,2
1.2540145077208578,1.390596257418401,2
5.773200218970552,-6.374125302690548,0
6.819853275212414,-5.761418472108937,0
2.8835938232662115,1.8836139098527,2
2.3027841023225095,1.6063404446433307,2
0.43599375298741516,0.701892249062138,2
-2.09216381932433,0.5962728703864779,1
-0.7633090369755609,1.1287699296975657,1
1.6231193775686654,1.2438367467244924,2
1.6365366989872203,1.4529327358071842,2
0.43205097682764726,1.5299682649081852,2
0.34607634369098145,1.4806491043557772,2
1.257496880100854,1.2148370290021313,2
-2.3732006681324576,-1.5140633502306335,1
-1.346284609865287,-4.052120904946675,1
1.5102044263710601,0.9496568514055829,2
-0.4516806075495612,1.1946058511547692,2
-0.8652198877262586,-0.30469699830008484,1
-3.4544715894490863,0.49362554370887385,1
1.2452960894143061,1.7172508633012147,2
-0.6129832354351664,-0.5368521032050694,1
0.7836956785864352,0.6320227254542904,2
-0.09907082261925518,0.8243229743647744,2
0.7723845392955545,1.1136938639570588,2
1.1261280102734008,0.4411698644449783,2
1.9486633604356132,-0.1407540320299907,2
-0.21502250392114183,0.24585373594348756,2
0.527304123141737,0.7292256196073741,2
-1.0192537766570215,0.21218647125822376,1
-1.7502985112329508,0.47035111531401225,1
1.8368933524455262,1.6780672448410492,2
-3.0449881189006143,1.6158614043091253,3
-0.23482214802630882,0.3847948716766019,2
0.8201882528443369,1.3365476642307075,2
0.2445017016794473,1.385667405371866,2
1.0321828322512114,0.7986011840103204,2
0.6578627764505985,0.7994470841207376,2
-1.2292839115192495,-0.32826584229486755,1
-5.240734644592244,-2.2835737927334776,3
0.4313983836125054,1.4573257418415677,2
2.523533053432506,1.1995030265099258,2
3.354187349458676,1.3856147358356872,2
1.0950122616098026,-10.411902696223475,1
-0.3003011794597874,0.8029309917135524,1
0.8670477329774666,1.0884863439712538,2
-1.9307590447601362,-2.442824182626798,1
0.038778515878025416,1.8040594978249473,2
0.8168129529413501,1.0021892072586176,2
1.2415115651701103,1.162537652029558,2
0.4793703135368763,1.6878597739231136,2
1.7215336796477905,0.4678582395169834,2
-5.541169308501346,0.34080086137553556,3
1.2488090245963799,1.277409529192235,2
-1.131469962202684,-2.472661182480311,1
-4.34135404551406,-3.6732457394917697,3
1.6444884222439344,-0.36557075328514577,2
-0.49360532434426907,0.40313764737224816,2
-1.7641502764255665,-0.9948850746172646,1
0.5231170964090038,1.0797528360476927,2
-2.7483499811950516,-0.4591771666146002,1
1.8083599915700836,0.9523568788158637,2
0.9003932882977836,1.5017378299082143,2
1.0404206823828477,0.7729210274778523,2
-0.22419057326435868,1.0101883681597035,2
-0.10042097511413733,0.6003912214639142,2
0.003277141068147235,1.0541504847178214,2
0.08223291300119928,0.6817777637741317,2
-0.18117076844680238,1.5643743516856214,2
-5.56353641772482,1.5506719993928058,3
0.35634200343793765,1.4128185658650674,2
2.1966802909321728,0.7121121351053644,2
2.0582008229198685,1.2151165089625167,2
2.0319433171497763,-0.05627138215382685,2
1.5131104443597667,1.1438647262561557,2
-4.967068648038928,-2.8470405711789475,3
-5.938457909688266,0.20451207144651498,3
1.627797503287854,-1.0158385362226943,2
1.140218283950127,1.5590178349936235,2
2.0156438506117405,-1.7050721521521461,2
-1.243256850556662,-3.160952547169428,1
-6.759081504141406,1.369683720762953,3
0.2642863947049364,-4.144875534905631,1
-1.4769781371371595,0.5076900458789431,1
1.345127805336437,0.8683104389315222,2
-0.9920034257022164,-0.7829752024652319,1
-6.851589904175665,1.3314181956121653,3
0.9953078923945057,1.7612439847683035,2
-6.543940743373305,0.9805771606059103,3
-2.1838117220113555,0.878349959220368,1
-0.9690865012688948,-1.370867763359124,1
0.8453469548561547,-1.0877019080052708,2
-0.692695851929811,-1.396932809566609,1
1.9504155474611375,0.6120583576836638,2
2.964574466519423,-8.850979612503739,0
1.6076956559365765,2.1950729173478756,2
0.7306638024920599,0.797308556779179,2
1.0924409194893057,0.8316280222151805,2
-5.83312873261929,-0.13782221358376978,3
-1.0426277620406166,-0.22570048958521077,1
1.0924401704262332,0.8316258240442764,2
2.207421208582041,-1.244325505457976,2
1.3492001460911447,0.47341746844242166,2
0.6903181445781741,0.9694487027703484,2
-1.9004710752834315,-1.4194954560746307,1
-5.852367257234302,0.5197405832432356,3
1.1432730819341534,0.68752864767065,2
2.770977725013042,-0.38979909411289304,2
-0.2080000889084355,-2.3031116377468686,1
-5.530893436484647,0.4711219890584173,3
2.507684183100189,2.2363140806428836,2
0.4314189242020633,1.4573860194443145,2
-0.09592917410229596,0.20259322724252393,1
1.622601195650186,0.8129053211922451,2
-0.6762838949766404,0.9367197224592254,2
-5.916556592832644,1.6947592663293989,3
2.1689421426666136,0.5558005518777718,2
-7.331963701989272,1.3028858330888669,3
-1.0504321612386458,0.5983242068019661,2
-1.0940948808350897,0.23445186752181918,1
-1.5825163985122679,-0.4241795426244289,1
1.3448289567577947,2.300770140833061,2
-0.6658523201950901,-2.1800805683410225,1
0.6721352813881626,1.6482782813199237,2
-0.4818950122435317,-0.3999847411527584,1
-0.5844963289533168,-0.6231500606656797,1
-5.270137603270262,-1.9137382326171446,3
2.350536718704909,1.419090500405425,2
1.051626299054564,1.0330493805374803,2
-0.576705589022492,-0.1516571982769767,1
-5.602832955862742,1.1413602831078034,3
-1.2288955122169916,0.8670466431293017,1
3.445318388572262,0.7778602818822101,2
-5.183983977066644,0.7627623142483974,3
-1.0021753670162095,-1.1622473512812963,1
-0.6023190721915814,-0.8578149345145633,1
1.961038269527724,1.9332650122264217,2
1.793359211957173,1.581021223026264,2
7.879163358017866,-6.185257371243298,0
2.1253830503802016,1.6776315666104855,2
-6.333631881916153,-0.38251929872536244,3
0.3707518168910454,1.7840885495321486,2
-0.12549985067346894,1.117752291749787,2
2.7215279972139275,0.9909474124161038,2
2.3465477464362867,1.1604505350119079,2
-3.9141872731305813,-4.009907014307701,3
-0.06536477072609972,-0.3122116685129958,1
0.6111219405192145,0.9070533554056925,2
1.7569130889143845,0.7410511067427552,2
0.5271076484422013,0.9275727495322862,2
0.1371971024741576,1.3633641513635921,2
-0.18124509644777378,0.966056938738926,2
-1.75034050392204,0.47022788522735554,1
-1.0873414875068996,-0.7843746429222946,1
1.3398060577936224,-0.1701343369793662,2
1.3828695367868256,0.8425057814195155,2
1.4130230812481983,1.0324248166352366,2
0.4661695622449702,1.5594077566840896,2
2.8914538770481535,0.9431605674866401,2
-0.10333833498154893,0.012445422028872957,2
0.21241844387595538,-0.658585405197613,1
6.742824808971871,-6.109684183870803,0
0.22149456954090954,0.5992298405668228,2
2.4956161173797424,-0.020399302042158535,2
1.0418685645774164,1.5468430363018026,2
-0.45437254757872414,1.0671267687094161,2
2.8837035656039705,1.883935955382177,2
5.102638009185503,-6.633397980504494,0
-7.029332638451971,1.141842555519769,3
-5.489742334676702,1.5253038827977254,3
-1.2453890267191026,0.756484238366021,1
-1.6367008923583255,-0.2263378742184889,1
0.9184993794976122,-0.6964960239045299,2
-1.2461465569266137,0.7564561210826483,1
1.5415877232190167,1.2599332886682568,2
-0.8927491612306914,-0.0695428612342803,1
1.404477262975835,1.4525108190655678,2
-4.595605750247328,0.7924932813813762,3
2.1941575895120238,1.251892161581301,2
0.15807423330410716,0.6094674537518985,2
2.715766409266688,0.010513028917939926,2
1.8718206198306557,0.5158390236568877,2
-5.871546082828867,0.10834255262125009,3
-1.2461465569266137,0.7564561210826483,1
-0.46839436392279743,1.0365369496902992,2
1.413041085850929,1.0324776522312142,2
2.488316496722664,0.39874186139456386,2
0.46393822636733584,0.7726450279269026,2
1.094982226864112,-10.411990835001781,1
1.7306235818545737,1.050375578628461,2
1.5885048492870544,1.0774817561535173,2
-1.2300490751793194,-0.8299766681305262,1
-1.7129748736658483,0.7132671929850547,1
3.0902939398134817,0.6802594867335169,2
0.221495291529226,0.5992319592852173,2
0.1529008220995547,1.1970427821528253,2
0.6403762657392793,1.5329915326943333,2
1.5145566437318885,1.2437316854501657,2
-1.4755434091252162,0.2954819014918891,1
1.65420769188367,-1.2835242362519796,2
-0.8108986039958376,0.3608497735218803,2
0.7342925157274762,0.6157140056667743,2
-0.34119154781525685,-0.40461026666393085,1
-5.587345181009909,1.392320133327971,3
-5.071667396125776,-0.6394504817917799,3
2.6480372472770153,1.044655483911307,2
0.007698521349753448,0.8281856967133252,2
-5.915248389863613,1.966978447537104,3
-5.253791109304841,-0.4069031160930108,3
2.2173228025448743,0.9695285902398704,2
-4.2654374628873315,0.2106283728115686,3
0.13730474201839973,1.363680026118277,2
-0.28697742465842746,0.08391700401356555,1
-2.7680661786084477,-12.799485971327769,1
-1.367880846650411,0.08898016528932695,1
2.5919413518883037,1.0303661622402938,2
0.11133451992225482,0.5711253942171444,2
1.707011443426805,1.2960916318398827,2
-5.724770675594987,-0.03970827770151822,3
2.456497024411274,1.7101628993169613,2
1.669512692004856,-0.6022416453741313,2
-0.7383775411103833,-2.0531873735417543,1
0.27395507810805086,-1.9266123304372003,1
-2.5751482198531788,0.8796313679968425,1
-3.014609549782237,-12.553487576945773,1
3.5529786247230657,0.2309579333051821,2
-6.314464916479395,1.1728495281590132,3
0.08353481214160813,-1.6965346919076532,1
-4.437377557207248,-4.140102390893777,3
3.0705223048709795,1.6387862574037502,2
0.4639190756073518,0.7725888288631237,2
-1.2530754566936129,-4.583313552060239,1
-5.750365795741757,0.18925355212470435,3
1.6806806362705375,0.059422430184056185,2
2.035673957203856,1.101894366461098,2
0.8588896373745902,-1.1242691814493748,2
1.6178702039094544,1.132447262518048,2
1.0613807192229525,1.3987027358778128,2
-6.658861757882882,1.2299244607923738,3
-6.454097757438743,-0.6579756920053275,3
0.062416552683737844,1.514584825140643,2
2.7212099243501595,1.436370447687296,2
-1.7759099507407758,0.5170249270116497,1
0.3521572768037324,0.39586829943920643,2
-1.269199625697603,1.0226255514340703,2
-6.02056968766803,1.7676920574352963,3
-5.904699966891637,1.379646344066301,3
-5.280217870548165,0.5195503613137558,3
1.4856930128177606,2.002335062098777,2
1.2702372543916214,2.097515367586552,2
0.463953108366725,0.7726887000544593,2
2.384322516829591,0.5909084097997259,2
1.8352530538409815,-0.47184189663020815,2
-0.4543501964013845,0.027592233367620192,1
1.9649331836578061,-0.07749438273197681,2
-2.1501463478593954,0.8059792123937003,1
-2.1747170266897284,-1.055926681722404,1
1.0803463574372687,0.515928055818147,2
-0.7777471550623233,0.7198823288716157,2
-0.5766304660599348,-0.15143674539847324,1
-4.805548461320811,1.0879626506869777,3
0.6664755731753855,1.5219959569891803,2
-6.543942728842606,0.9805713341261267,3
1.6972167297351946,-0.24585949004171087,2
2.086342679393516,-0.18806341374093272,2
-0.37244205121908314,1.585931176399751,2
3.8424359675144255,0.2736267522757565,2
-2.6586250433777323,-1.5443430694626006,1
-4.979039870975883,-0.21780062166658243,3
6.726015260677152,-6.143389854814468,0
-4.857703321840982,-0.16892068541947658,3
-0.18121405994265025,0.9661480172408947,2
1.8343788143140662,0.46123227277264295,2
3.6566848711521707,1.0213638492320003,2
1.5031941535327418,1.121134910160669,2
-0.2269124160231061,-0.0887193152010009,1
-0.1708149019547837,0.8435831002694086,2
1.405172592463519,0.7195862501180407,2
-0.45646161782402894,0.9215297250066377,2
0.6335256309283498,0.39257600644095725,2
2.495627642130315,-0.020365481964365523,2
-0.42895217873202895,-0.48698538340030484,1
1.5605700408320087,0.3312309357968369,2
-2.4777774361353453,0.5812926317043215,1
-0.22421948892643404,1.0101035133999687,2
1.4591966982862299,1.252199255647803,2
1.8495940623464153,-0.19463790054785673,2
0.5272328176970154,0.7290163694659161,2
2.3722398910217124,-0.41205639553433526,2
0.19763853302873374,1.1819344455747065,2
2.621279861070337,-0.5246523124577304,2
-3.4151977273444953,-5.051337887965438,1
3.5959870517900034,0.9633528035118549,2
2.010676380412304,1.0153196806379188,2
-2.0921208429253726,0.5963989872292565,1
1.2494063741545904,0.8253303088550092,2
2.8722212879452957,1.2302631378718614,2
1.0097759079112618,1.0995494321857038,2
2.3030536509477155,1.138560294865798,2
0.4231034549243947,-0.2583857725838138,2
3.4817199419457454,0.4695504454058693,2
1.5102727084872867,0.9498572294066631,2
0.10378463791713534,1.4861064834275686,2
1.3528974837745449,1.9843546019949685,2
-1.0188626522182918,0.9439583779136492,2
0.42596706670437123,1.1017580435745395,2
-1.2818449361996416,-3.140195823458667,1
1.172123684550256,1.792486587075547,2
-0.6454192058417111,-2.167033838059077,1
1.1124447056324216,2.077780058838675,2
1.4422782485010917,0.9719613659182156,2
2.011326636155762,0.7710043098727,2
-5.091532407224625,0.24683796546580242,3
1.304498723992133,-0.47620950482745483,2
0.9786456462918476,1.462074947738456,2
-0.1998166986305572,-2.0745677135036313,1
-0.5795245827388912,-1.059084852225765,1
1.4244589685233204,0.16692398334912295,2
1.7064874726701147,1.294427706890404,2
-5.637989468847881,0.5425448920422018,3
0.16680193498650184,-0.5684097473854931,2
-7.029330147589949,1.1418498651050681,3
-0.25838043046237624,1.2266700967449655,2
1.0501696067454334,1.2795079200958828,2
-0.07411233539435874,1.377011257381674,2
1.7899098356921408,-0.27681728476065864,2
-1.5465614029051087,-3.1744428318127653,1
-0.2553632266636099,1.1940922688922986,2
0.3851043025577924,0.9344624410401979,2
2.0319433171497763,-0.05627138215382685,2
-0.6762633363375178,0.9367800530295121,2
0.9643087323018892,0.4918202313969507,2
2.373046068226054,1.753351153884566,2
-0.03204447576967864,-0.26745096310966926,1
-0.30030085456516764,0.80293194513647,1
0.8001250070560729,0.7923690178854479,2
3.6567433793406785,1.0215355450508756,2
2.3973849002172845,-0.2728478648581266,2
2.1253834294243332,1.6776326789384224,2
1.532009424009575,0.948926957028075,2
1.0036653534959787,1.0659347273227926,2
-5.280205091341799,0.5195878626679682,3
1.2389969939581402,1.86638565891116,2
0.12478948163811174,2.3201762381378765,2
-3.8525813184117315,-12.987210610155685,1
-0.041440193622181265,1.1199426094292921,2
2.953121682388966,-0.2105556671005132,2
-1.6801588792498166,0.6392354278583171,1
3.6375607010823368,1.3935240823341823,2
-1.2288969291205039,0.8670424851402236,1
1.1833214853581764,-0.29362629510776045,2
0.43605615991747326,0.7020753859739629,2
0.6858740465982796,0.8861246019938209,2
-2.2008809799603055,-14.023750366141691,1
0.7388953243546924,1.266487535455721,2
1.0803473862714579,0.5159310749943186,2
-6.165711088504069,1.8452138724346574,3
-0.5422589043759819,1.2756113217640503,2
1.442293004152405,0.9720046672696993,2
-5.921108991299332,1.355692714082732,3
0.39671821115918704,1.3480815156766366,2
-4.967061464248351,-2.847019489910888,3
-0.5660761719720175,0.1234695385232833,2
2.536521971379455,0.5072160719484493,2
3.1837485724402317,0.1217326936122702,2
-1.449502937584983,-3.1446188756316538,1
-6.246062679405598,0.09007290360182567,3
1.0584442930249816,1.208933759162724,2
0.8733376747413187,0.7918074117331992,2
1.9896233427381602,1.5017095930954516,2
2.373570405299997,0.5794414198548474,2
2.2731115681894107,1.189925383789124,2
-3.9141859284261464,-4.009903068191182,3
-1.4877141833827032,-3.1650738672720222,1
-5.932162730521966,-0.09828412471748516,3
2.908849895522277,1.1275178015206595,2
1.9541286152889472,1.6109852507835032,2
-1.776410213150866,0.48320900715891385,1
-1.346297479320575,-4.05215867114181,1
1.1441598599877911,1.373798518725462,2
6.083443212790975,-5.4640682446254205,0
2.591205932714869,1.7413768999756036,2
1.3475876540760743,0.9524299913743539,2
