RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.0009746268656716418,0.00022281376199138528,0.0005,0.0008,0.001,0.0011,0.007
Low,5757.0,0.0009414104568351573,0.0002842115225621062,0.0005,0.0008,0.0009,0.0011,0.007
Healthy,5760.0,0.0009844444444444445,0.0003664015311065994,0.0005,0.0008,0.0009,0.0011,0.007
