RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.0007726657410621313,0.0011187258149750992,0.0,0.0,0.0,0.0015,0.0078
Low,5757.0,0.0008431822129581378,0.0011345484985961984,0.0,0.0,0.0,0.0016,0.0078
Healthy,5760.0,0.0012656770833333333,0.0012188614609028722,0.0,0.0,0.0013,0.0021,0.0078
