antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Cu, %_Low'})","frozenset({'As, %_Low'})",0.337635279819434,0.3731697436194224,0.18855257827420568,0.5584504628042509,1.4965052026666645,1.0,0.06255730746711557,1.4196147964768207,0.5008969419228431,0.3610372340425533,0.295583560778751,0.5318617078289245
"frozenset({'As, %_Low'})","frozenset({'Cu, %_Low'})",0.3731697436194224,0.337635279819434,0.18855257827420568,0.5052729528535981,1.4965052026666648,1.0,0.06255730746711557,1.338848813706674,0.52929235530486,0.3610372340425533,0.2530896769206921,0.5318617078289245
"frozenset({'Cu, %_Low', 'slag_weight_close_grab1, tonn_1.8'})","frozenset({'As, %_Low'})",0.337635279819434,0.3731697436194224,0.18855257827420568,0.5584504628042509,1.4965052026666645,1.0,0.06255730746711557,1.4196147964768207,0.5008969419228431,0.3610372340425533,0.295583560778751,0.5318617078289245
"frozenset({'Cu, %_Low', 'As, %_Low'})","frozenset({'slag_weight_close_grab1, tonn_1.8'})",0.18855257827420568,1.0,0.18855257827420568,1.0,1.0,1.0,0.0,inf,0.0,0.18855257827420568,0.0,0.5942762891371028
"frozenset({'As, %_Low', 'slag_weight_close_grab1, tonn_1.8'})","frozenset({'Cu, %_Low'})",0.3731697436194224,0.337635279819434,0.18855257827420568,0.5052729528535981,1.4965052026666648,1.0,0.06255730746711557,1.338848813706674,0.52929235530486,0.3610372340425533,0.2530896769206921,0.5318617078289245
"frozenset({'Cu, %_Low'})","frozenset({'As, %_Low', 'slag_weight_close_grab1, tonn_1.8'})",0.337635279819434,0.3731697436194224,0.18855257827420568,0.5584504628042509,1.4965052026666645,1.0,0.06255730746711557,1.4196147964768207,0.5008969419228431,0.3610372340425533,0.295583560778751,0.5318617078289245
"frozenset({'As, %_Low'})","frozenset({'Cu, %_Low', 'slag_weight_close_grab1, tonn_1.8'})",0.3731697436194224,0.337635279819434,0.18855257827420568,0.5052729528535981,1.4965052026666648,1.0,0.06255730746711557,1.338848813706674,0.52929235530486,0.3610372340425533,0.2530896769206921,0.5318617078289245
"frozenset({'Cu, %_Low', 'kind_B 789/BC'})","frozenset({'As, %_Low'})",0.337635279819434,0.3731697436194224,0.18855257827420568,0.5584504628042509,1.4965052026666645,1.0,0.06255730746711557,1.4196147964768207,0.5008969419228431,0.3610372340425533,0.295583560778751,0.5318617078289245
"frozenset({'Cu, %_Low', 'As, %_Low'})",frozenset({'kind_B 789/BC'}),0.18855257827420568,0.9997106314022802,0.18855257827420568,1.0,1.000289452356142,1.0,5.456119517166513e-05,inf,0.0003566079452250852,0.1886071552622438,1.0,0.594303577631122
"frozenset({'kind_B 789/BC', 'As, %_Low'})","frozenset({'Cu, %_Low'})",0.3731697436194224,0.337635279819434,0.18855257827420568,0.5052729528535981,1.4965052026666648,1.0,0.06255730746711557,1.338848813706674,0.52929235530486,0.3610372340425533,0.2530896769206921,0.5318617078289245
"frozenset({'Cu, %_Low'})","frozenset({'kind_B 789/BC', 'As, %_Low'})",0.337635279819434,0.3731697436194224,0.18855257827420568,0.5584504628042509,1.4965052026666645,1.0,0.06255730746711557,1.4196147964768207,0.5008969419228431,0.3610372340425533,0.295583560778751,0.5318617078289245
