RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,162.6695633460604,5.375036874388659,106.955,159.744,162.816,165.888,184.32
Low,5757.0,163.6215455966649,5.780858408194612,73.779,160.272,163.8,166.32,184.32
Healthy,5760.0,163.82966961805556,5.898647613335679,73.779,160.272,163.296,166.32,184.32
