IsolationForest,LOF,OneClassSVM,time_temperature_measurement2,count
1,1,1,0:46:00,11
1,1,1,21:45:00,11
1,1,1,19:06:00,11
1,1,1,22:07:00,11
1,1,1,9:07:00,11
1,1,1,6:14:00,11
1,1,1,6:56:00,11
1,1,1,2:46:00,11
1,1,1,4:12:00,11
1,1,1,14:40:00,11
1,1,1,23:54:00,11
1,1,1,10:23:00,11
1,1,1,19:31:00,11
1,1,1,21:07:00,11
1,1,1,15:29:00,11
1,1,1,7:16:00,11
1,1,1,12:37:00,11
1,1,1,5:56:00,11
1,1,1,19:11:00,11
1,1,1,2:22:00,11
1,1,1,13:58:00,11
1,1,1,22:31:00,11
1,1,1,20:17:00,11
1,1,1,16:07:00,10
1,1,1,13:06:00,10
1,1,1,11:47:00,10
1,1,1,5:09:00,10
1,1,1,5:49:00,10
1,1,1,1:29:00,10
1,1,1,0:00:01,10
1,1,1,13:17:00,10
1,1,1,18:31:00,10
1,1,1,1:07:00,10
1,1,1,17:04:00,10
1,1,1,23:52:00,10
1,1,1,7:59:00,10
1,1,1,7:13:00,10
1,1,1,4:56:00,10
1,1,1,8:46:00,10
1,1,1,21:34:00,10
1,1,1,20:51:00,10
1,1,1,23:01:00,10
1,1,1,10:18:00,10
1,1,1,2:43:00,10
1,1,1,4:53:00,10
1,1,1,13:36:00,10
1,1,1,7:51:00,10
1,1,1,16:59:00,10
1,1,1,5:37:00,10
1,1,1,4:09:00,10
1,1,1,13:40:00,10
1,1,1,0:08:00,10
1,1,1,22:09:00,10
1,1,1,21:28:00,10
1,1,1,16:35:00,10
1,1,1,16:16:00,10
1,1,1,20:34:00,10
1,1,1,0:13:00,9
1,1,1,9:25:00,9
1,1,1,21:21:00,9
1,1,1,19:17:00,9
1,1,1,20:19:00,9
1,1,1,22:18:00,9
1,1,1,6:19:00,9
1,1,1,1:28:00,9
1,1,1,13:20:00,9
1,1,1,22:12:00,9
1,1,1,20:36:00,9
1,1,1,10:20:00,9
1,1,1,23:56:00,9
1,1,1,15:18:00,9
1,1,1,4:44:00,9
1,1,1,5:24:00,9
1,1,1,2:42:00,9
1,1,1,2:02:00,9
1,1,1,11:02:00,9
1,1,1,11:48:00,9
1,1,1,20:48:00,9
1,1,1,0:19:00,9
1,1,1,11:16:00,9
1,1,1,6:06:00,9
1,1,1,5:22:00,9
1,1,1,4:39:00,9
1,1,1,3:56:00,9
1,1,1,3:13:00,9
1,1,1,13:24:00,9
1,1,1,10:35:00,9
1,1,1,16:09:00,9
1,1,1,14:47:00,9
1,1,1,12:02:00,9
1,1,1,7:41:00,9
1,1,1,1:52:00,9
1,1,1,1:08:00,9
1,1,1,8:37:00,9
1,1,1,7:17:00,9
1,1,1,4:33:00,9
1,1,1,3:09:00,9
1,1,1,1:43:00,9
1,1,1,0:22:00,9
1,1,1,17:01:00,9
1,1,1,18:27:00,9
1,1,1,5:52:00,9
1,1,1,4:31:00,9
1,1,1,0:28:00,9
1,1,1,7:10:00,9
1,1,1,13:18:00,8
1,1,1,18:46:00,8
1,1,1,9:49:00,8
1,1,1,21:23:00,8
1,1,1,23:26:00,8
1,1,1,0:09:00,8
1,1,1,0:34:00,8
1,1,1,5:02:00,8
1,1,1,17:35:00,8
1,1,1,5:43:00,8
1,1,1,18:44:00,8
1,1,1,18:34:00,8
1,1,1,20:07:00,8
1,1,1,14:02:00,8
1,1,1,20:52:00,8
1,1,1,0:51:00,8
1,1,1,3:48:00,8
1,1,1,1:49:00,8
1,1,1,12:27:00,8
1,1,1,13:07:00,8
1,1,1,15:08:00,8
1,1,1,16:27:00,8
1,1,1,18:28:00,8
1,1,1,19:50:00,8
1,1,1,23:14:00,8
1,1,1,1:46:00,8
1,1,1,17:27:00,8
1,1,1,22:37:00,8
1,1,1,20:33:00,8
1,1,1,19:53:00,8
1,1,1,21:14:00,8
1,1,1,16:31:00,8
1,1,1,17:19:00,8
1,1,1,10:19:00,7
1,1,1,20:13:00,7
1,1,1,3:34:00,7
1,1,1,2:49:00,7
1,1,1,7:28:00,7
1,1,1,6:42:00,7
1,1,1,5:54:00,7
1,1,1,4:21:00,7
1,1,1,1:21:00,7
1,1,1,6:13:00,7
1,1,1,2:14:00,7
1,1,1,19:47:00,7
1,1,1,15:13:00,7
1,1,1,1:53:00,7
1,1,1,18:56:00,7
1,1,1,11:26:00,7
1,1,1,15:09:00,7
1,1,1,10:41:00,7
1,1,1,9:56:00,7
1,1,1,2:57:00,7
1,1,1,10:45:00,7
1,1,1,19:09:00,7
1,1,1,5:06:00,7
1,1,1,4:19:00,7
1,1,1,0:33:00,7
1,1,1,5:42:00,7
1,1,1,21:41:00,7
1,1,1,13:34:00,7
1,1,1,14:17:00,7
1,1,1,12:51:00,7
1,1,1,10:42:00,7
1,1,1,14:56:00,7
1,1,1,4:46:00,7
1,1,1,14:12:00,7
1,1,1,12:17:00,7
1,1,1,10:08:00,7
1,1,1,19:34:00,7
1,1,1,23:16:00,7
1,1,1,20:18:00,7
1,1,1,11:34:00,7
1,1,1,21:01:00,7
1,1,1,22:23:00,7
1,1,1,21:32:00,7
1,1,1,19:37:00,7
1,1,1,8:33:00,7
1,1,1,2:01:00,7
1,1,1,15:22:00,7
1,1,1,16:46:00,7
1,1,1,18:13:00,7
1,1,1,19:18:00,7
1,1,1,19:58:00,7
1,1,1,21:19:00,7
1,1,1,23:21:00,7
1,1,1,18:51:00,7
1,1,1,8:03:00,7
1,1,1,9:23:00,7
1,1,1,4:47:00,7
1,1,1,8:04:00,7
1,1,1,23:11:00,7
1,1,1,16:14:00,7
1,1,1,16:58:00,7
1,1,1,19:44:00,7
1,1,1,0:37:00,7
1,1,1,2:34:00,7
1,1,1,11:13:00,7
1,1,1,12:34:00,7
1,1,1,8:34:00,7
1,1,1,21:17:00,7
1,1,1,23:43:00,7
1,1,1,18:19:00,7
1,1,1,16:57:00,7
1,1,1,12:06:00,7
1,1,1,6:08:00,7
1,1,1,10:44:00,7
1,1,1,9:26:00,7
1,1,1,8:47:00,7
1,1,1,7:29:00,7
1,1,1,22:02:00,7
1,1,1,23:31:00,7
1,1,1,8:06:00,7
1,1,1,18:36:00,7
1,1,1,20:09:00,7
1,1,1,17:49:00,7
1,1,1,12:03:00,7
1,1,1,14:04:00,7
1,1,1,14:48:00,7
1,1,1,8:11:00,7
1,1,1,11:58:00,6
1,1,1,12:38:00,6
1,1,1,16:48:00,6
1,1,1,22:28:00,6
1,1,1,13:38:00,6
1,1,1,13:27:00,6
1,1,1,15:03:00,6
1,1,1,2:23:00,6
1,1,1,12:21:00,6
1,1,1,11:38:00,6
1,1,1,10:24:00,6
1,1,1,20:43:00,6
1,1,1,6:23:00,6
1,1,1,0:29:00,6
1,1,1,1:06:00,6
1,1,1,1:48:00,6
1,1,1,1:05:00,6
1,1,1,12:19:00,6
1,1,1,10:53:00,6
1,1,1,13:01:00,6
1,1,1,13:44:00,6
1,1,1,20:22:00,6
1,1,1,2:16:00,6
1,1,1,2:58:00,6
1,1,1,13:46:00,6
1,1,1,5:47:00,6
1,1,1,6:31:00,6
1,1,1,7:14:00,6
1,1,1,9:21:00,6
1,1,1,12:53:00,6
1,1,1,14:19:00,6
1,1,1,4:11:00,6
1,1,1,0:47:00,6
1,1,1,5:29:00,6
1,1,1,12:01:00,6
1,1,1,23:33:00,6
1,1,1,22:53:00,6
1,1,1,14:52:00,6
1,1,1,19:29:00,6
1,1,1,0:17:00,6
1,1,1,6:58:00,6
1,1,1,20:12:00,6
1,1,1,18:48:00,6
1,1,1,20:57:00,6
1,1,1,22:25:00,6
1,1,1,12:43:00,6
1,1,1,8:13:00,6
1,1,1,16:56:00,6
1,1,1,16:53:00,6
1,1,1,16:03:00,6
1,1,1,3:21:00,6
1,1,1,17:44:00,6
1,1,1,10:37:00,6
1,1,1,15:05:00,6
1,1,1,17:42:00,6
1,1,1,18:38:00,6
1,1,1,14:13:00,6
1,1,1,12:25:00,6
1,1,1,4:59:00,6
1,1,1,7:08:00,6
1,1,1,15:46:00,6
1,1,1,15:32:00,6
1,1,1,21:29:00,6
1,1,1,22:52:00,6
1,1,1,23:36:00,6
1,1,1,20:08:00,6
1,1,1,13:55:00,6
1,1,1,3:59:00,6
1,1,1,0:53:00,6
1,1,1,23:42:00,6
1,1,1,19:04:00,6
1,1,1,14:22:00,6
1,1,1,11:39:00,6
1,1,1,10:57:00,6
1,1,1,8:51:00,6
1,1,1,8:09:00,6
1,1,1,7:22:00,6
1,1,1,17:37:00,6
1,1,1,18:17:00,6
1,1,1,22:59:00,6
1,1,1,20:54:00,6
1,1,1,19:24:00,6
1,1,1,2:47:00,6
1,1,1,3:37:00,6
1,1,1,12:23:00,6
1,1,1,9:09:00,6
1,1,1,5:57:00,6
1,1,1,4:01:00,6
1,1,1,17:17:00,6
1,1,1,13:56:00,6
1,1,1,2:33:00,6
1,1,1,0:26:00,6
1,1,1,20:29:00,6
1,1,1,3:08:00,6
1,1,1,4:37:00,6
1,1,1,3:53:00,6
1,1,1,5:19:00,6
1,1,1,17:33:00,6
1,1,1,6:04:00,6
1,1,1,18:01:00,6
1,1,1,1:13:00,6
1,1,1,7:19:00,6
1,1,1,0:32:00,6
1,1,1,4:38:00,6
1,1,1,15:21:00,6
1,1,1,5:58:00,6
1,1,1,13:22:00,6
1,1,1,14:01:00,6
1,1,1,21:42:00,6
1,1,1,1:35:00,6
1,1,1,19:41:00,6
1,1,1,17:31:00,6
1,1,1,1:12:00,6
1,1,1,1:56:00,6
1,1,1,21:39:00,6
1,1,1,10:27:00,6
1,1,1,11:09:00,6
1,1,1,11:51:00,6
1,1,1,16:41:00,6
1,1,1,13:53:00,6
1,1,1,16:12:00,5
1,1,1,8:28:00,5
1,1,1,10:03:00,5
1,1,1,23:13:00,5
1,1,1,16:45:00,5
1,1,1,18:12:00,5
1,1,1,9:02:00,5
1,1,1,20:21:00,5
1,1,1,4:18:00,5
1,1,1,12:58:00,5
1,1,1,14:27:00,5
1,1,1,17:23:00,5
1,1,1,15:53:00,5
1,1,1,13:42:00,5
1,1,1,10:49:00,5
1,1,1,7:11:00,5
1,1,1,18:09:00,5
1,1,1,10:06:00,5
1,1,1,0:24:00,5
1,1,1,5:36:00,5
1,1,1,1:36:00,5
1,1,1,8:35:00,5
1,1,1,16:06:00,5
1,1,1,17:43:00,5
1,1,1,7:46:00,5
1,1,1,6:43:00,5
1,1,1,9:12:00,5
1,1,1,7:39:00,5
1,1,1,11:46:00,5
1,1,1,13:09:00,5
1,1,1,16:44:00,5
1,1,1,13:14:00,5
1,1,1,15:23:00,5
1,1,1,3:02:00,5
1,1,1,11:57:00,5
1,1,1,11:18:00,5
1,1,1,10:38:00,5
1,1,1,9:19:00,5
1,1,1,7:56:00,5
1,1,1,1:03:00,5
1,1,1,16:33:00,5
1,1,1,22:51:00,5
1,1,1,22:14:00,5
1,1,1,15:54:00,5
1,1,1,17:13:00,5
1,1,1,22:48:00,5
1,1,1,8:22:00,5
1,1,1,14:14:00,5
1,1,1,16:13:00,5
1,1,1,18:57:00,5
1,1,1,12:46:00,5
1,1,1,17:14:00,4
1,1,1,22:33:00,4
1,1,1,21:04:00,4
1,1,1,9:08:00,4
1,1,1,2:44:00,4
1,1,1,22:24:00,4
1,1,1,15:38:00,4
1,1,1,4:34:00,4
1,1,1,7:09:00,4
1,1,1,16:08:00,4
1,1,1,14:09:00,4
1,1,1,15:52:00,4
1,1,1,15:01:00,4
1,1,1,16:02:00,4
1,1,1,16:49:00,4
1,1,1,17:32:00,4
1,1,1,13:11:00,4
1,1,1,6:47:00,4
1,1,1,3:58:00,4
1,1,1,18:59:00,4
1,1,1,14:20:00,4
1,1,1,1:38:00,4
1,1,1,20:24:00,4
1,1,1,0:58:00,4
1,1,1,6:12:00,4
1,1,1,5:23:00,4
1,1,1,3:06:00,4
1,1,1,15:27:00,4
1,1,1,2:48:00,4
1,1,1,6:41:00,4
1,1,1,7:26:00,4
1,1,1,6:50:00,3
1,1,1,18:24:00,3
1,1,1,14:34:00,3
1,1,1,20:01:00,3
1,1,1,16:11:00,3
1,1,1,11:37:00,3
1,1,1,18:29:00,3
1,1,1,19:16:00,3
1,1,1,22:21:00,3
1,1,1,23:06:00,3
1,1,1,4:57:00,3
1,1,1,4:07:00,3
1,1,1,2:32:00,3
1,1,1,0:59:00,3
1,1,1,0:49:00,2
1,1,1,22:38:00,2
1,1,1,18:39:00,2
1,1,1,20:16:00,2
1,1,1,16:18:00,2
1,1,1,7:31:00,2
1,1,1,8:17:00,2
1,1,1,9:52:00,2
1,1,1,10:39:00,2
1,1,1,11:28:00,2
1,1,1,15:44:00,1
1,1,1,6:21:00,1
