KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,time_temperature_measurement2,count
1,0,21,1,1,1,1,6:20:00,16
1,0,21,1,1,1,1,13:30:00,16
1,0,21,1,1,1,1,10:55:00,16
1,0,21,1,1,1,1,5:30:00,16
1,0,21,1,1,1,1,23:41:00,16
1,0,21,1,1,1,1,23:00:00,16
1,0,21,1,1,1,1,2:28:00,15
1,0,21,1,1,1,1,20:40:00,15
1,0,21,1,1,1,1,8:00:00,15
1,0,21,1,1,1,1,9:18:00,15
1,0,21,1,1,1,1,8:40:00,15
1,0,21,1,1,1,1,1:40:00,15
1,0,21,1,1,1,1,1:32:00,15
1,0,21,1,1,1,1,7:05:00,15
1,0,21,1,1,1,1,17:48:00,15
1,0,21,1,1,1,1,16:50:00,15
1,0,21,1,1,1,1,3:23:00,15
1,0,21,1,1,1,1,20:50:00,15
1,0,21,1,1,1,1,18:30:00,15
1,0,21,1,1,1,1,1:50:00,15
1,0,21,1,1,1,1,5:15:00,14
1,0,21,1,1,1,1,18:20:00,14
1,0,21,1,1,1,1,16:05:00,14
1,0,21,1,1,1,1,17:10:00,14
1,0,21,1,1,1,1,8:45:00,14
1,0,21,1,1,1,1,15:25:00,14
1,0,21,1,1,1,1,2:45:00,14
1,0,21,1,1,1,1,2:06:00,14
1,0,21,1,1,1,1,21:55:00,14
1,0,21,1,1,1,1,8:08:00,14
1,0,21,1,1,1,1,20:26:00,13
1,0,21,1,1,1,1,18:00:00,13
1,0,21,1,1,1,1,10:40:00,13
1,0,21,1,1,1,1,1:20:00,13
