GMM,count,mean,std,min,25%,50%,75%,max
0,2314.0,-0.9918374880940445,0.6654142607469705,-2.481359571,-1.428938525,-1.113212211,-0.647140033,3.0513682161500584
1,2499.0,-0.09203350397444103,1.0610671652287709,-2.391152053,-0.797485897,-0.211137028,0.5706614636884372,4.5548268540055865
2,12690.0,0.19898374104044625,0.9254014729572669,-2.496394158,-0.466724996,0.1496930450888892,0.7210073274739901,4.870553167955248
