Hierarchical,count,mean,std,min,25%,50%,75%,max
0,633.0,-0.11717680098630856,1.249860838716427,-2.090460325,-1.263558074,-0.166033269,0.8863877776380983,2.570261452
1,2142.0,-0.9635682417173294,0.6304449144499074,-2.481359571,-1.413903938,-1.0605911584999999,-0.632105447,1.3374253689947562
2,14728.0,0.14517491096580454,0.9523477539996499,-2.496394158,-0.526863342,0.0895547,0.6909381547168792,4.870553167955248
