IsolationForest,count,mean,std,min,25%,50%,75%,max
-1,175.0,-0.810200861228004,1.1959685429268196,-1.985218221,-1.684526493,-1.368800179,0.0143817676818919,2.179362206193852
1,17328.0,0.00818243020754942,0.9945336283960973,-2.496394158,-0.707278378,-0.045756578,0.6007306364455486,4.870553167955248
