OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,341.0,0.3369860742298303,1.6529875747910139,-1.985218221,-1.233488902,0.4503847726599951,1.5328749919159752,4.5548268540055865
1,17162.0,-0.006695737757304304,0.9815767417439525,-2.496394158,-0.722312965,-0.060791164,0.5856960500669923,4.870553167955248
