KMeans,count,mean,std,min,25%,50%,75%,max
0,623.0,-0.13130651157870213,1.2568139447810065,-2.090460325,-1.263558074,-0.271275374,0.8713531912595428,2.570261452
1,14732.0,0.14600583624786634,0.9520090735286956,-2.496394158,-0.526863342,0.0895547,0.6909381547168792,4.870553167955248
2,2148.0,-0.9632933067823649,0.6297564928544568,-2.481359571,-1.4026279984999999,-1.0605911584999999,-0.632105447,1.3374253689947562
