IsolationForest,LOF,OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,-1,-1,118.0,0.0024949152542372882,0.0015753901949234817,0.0004,0.0015,0.0021999999999999997,0.0036,0.0051
-1,-1,1,32.0,0.00250625,0.0006354767070170948,0.002,0.0021,0.0024,0.0024,0.0041
-1,1,-1,252.0,0.0028420634920634917,0.0012614008007039007,0.0007,0.0019,0.0020499999999999997,0.0041,0.0052
-1,1,1,462.0,0.0037088744588744584,0.0012672870700152345,0.0003,0.0024,0.0042,0.0048,0.0052
1,-1,-1,247.0,0.0036846153846153847,0.007116276299282502,0.0003,0.0018,0.0022,0.0031,0.0449
1,-1,1,467.0,0.0022668094218415416,0.0008504171483824688,0.0001,0.00185,0.0023,0.0027,0.005
1,1,-1,247.0,0.002710931174089069,0.0010738587926845183,0.0009,0.00195,0.0025,0.00355,0.0052
1,1,1,15454.0,0.0024183512359259736,0.0008877676886086322,0.0001,0.0018,0.0023,0.003,0.0059
