RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.0024669906282540786,0.0010748196215169155,0.0001,0.0018,0.0023,0.0031,0.0449
Low,5757.0,0.002461820392565572,0.0012028839651498594,0.0001,0.0019,0.0023,0.0028,0.0449
Healthy,5760.0,0.0025049131944444446,0.0014961971216419742,0.0001,0.0018,0.0023,0.0032,0.0449
