IsolationForest,LOF,OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,-1,-1,118.0,0.006460169491525424,0.00205925635197851,0.0019,0.0052,0.0066,0.0081,0.0103
-1,-1,1,32.0,0.00465625,0.001954141590274029,0.0033,0.0033,0.0034,0.005375,0.0091
-1,1,-1,252.0,0.006566666666666667,0.002320324197708182,0.0019,0.0048,0.0062,0.0084,0.0123
-1,1,1,462.0,0.006779004329004329,0.0018027854694902222,0.0019,0.0056,0.007,0.0081,0.0105
1,-1,-1,247.0,0.006712145748987853,0.0016783455398184856,0.0023,0.0053,0.0071,0.0076,0.0106
1,-1,1,467.0,0.006194004282655247,0.0019485899006307069,0.0016,0.0049,0.0058,0.0077,0.0109
1,1,-1,247.0,0.0064785425101214576,0.0017781605039076445,0.0024,0.0053,0.0063,0.0077,0.011
1,1,1,15454.0,0.00620463957551443,0.0016129566903937958,0.0017,0.0051,0.0063,0.0073,0.0113
