RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.006178670600485943,0.0016225781020997403,0.0016,0.005,0.0063,0.0073,0.0123
Low,5757.0,0.006049887093972555,0.0016544406323208032,0.0016,0.0048,0.0061,0.0072,0.0123
Healthy,5760.0,0.006476475694444445,0.0016547595854817009,0.0016,0.0055,0.0067,0.0076,0.0123
