PCA_x,PCA_y,tSNE_x,tSNE_y,UMAP_x,UMAP_y
-1.716195537629492,0.2470762821814698,-56.0535,6.624778,-9.942695,0.1658603
-1.0130690028830038,-0.5057927714779378,-52.594463,8.61105,-10.062223,0.1579487
-1.1542868457034703,-0.3750154206631873,-61.28503,3.7409196,-9.715568,0.25601035
-1.637703314848501,1.02502335362493,-56.55534,8.790761,-9.958275,0.05693646
-1.9847675663107232,0.6579669545834059,-54.690784,5.694293,-9.996321,0.1338287
-2.158953353974588,0.8216816150329126,-57.760006,13.019416,-10.049538,-0.26470634
-1.7765516463923652,0.23467747432161493,-54.965275,11.499182,-10.334239,0.16776286
-1.6267087295126852,-0.2925710949616334,-53.64065,12.056845,-10.355688,0.18204582
0.0001221167554647521,-2.283950841489684,35.107548,-30.625826,-9.878752,5.531498
-0.5392167121783943,-1.4830035346058872,31.760313,-31.088665,-9.762993,5.668642
-1.1121192555582,-0.3970220785599289,-51.346436,6.472769,-10.107885,0.38834772
-1.8620045878996052,-0.5872022302972936,-50.99236,11.930906,-10.348793,0.20843546
-1.6250188215427666,0.4866048509913132,-56.418476,7.3386083,-9.978323,0.19411907
-1.9604902508750948,0.6730146147575942,-54.81929,5.6567893,-9.996088,0.13132669
-1.7522742006593406,0.24972428398873917,-54.99434,11.633443,-10.389103,0.13588744
0.023812299557547083,-2.2629647624492635,35.134624,-30.482655,-9.878752,5.5233016
-0.5155264921484843,-1.4620176985674844,31.697405,-31.09668,-9.770428,5.655467
-1.0884290169143769,-0.3760363640225353,-51.291775,6.581489,-10.108101,0.41061252
-1.8383143492557816,-0.5662165157598998,-50.989407,11.944268,-10.312569,0.24789608
-0.935440804073768,-0.9761216120620613,-49.688435,9.450674,-10.244118,0.3421845
-0.9896374231849482,-0.48311867891771143,-52.481182,8.625791,-10.068619,0.17915733
-1.6030186025523443,-0.27158465141818505,-53.662907,12.153734,-10.394212,0.19048771
-1.2968441472495178,-1.6609725713274612,-53.707073,0.6896325,-9.952865,0.58476
