RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,163.70967511280807,4.935082670541339,135.828,160.496,163.575,166.653,185.126
Low,5757.0,164.59374344276532,5.105602866762143,126.841,161.416,164.2,166.72,189.3
Healthy,5760.0,164.83211753472222,5.332626886756474,126.841,160.956,164.2,166.837,189.3
