RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,1540.9253731343283,7.298004978187479,1525.0,1538.0,1541.0,1543.0,1938.0
Low,5757.0,1540.7667187771408,7.324121514698837,1518.0,1538.0,1541.0,1543.0,1938.0
Healthy,5760.0,1539.8401041666666,7.735398120562914,1518.0,1537.0,1540.0,1543.0,1938.0
