RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,6.728566469975705e-05,7.146561000667968e-05,0.0,0.0,0.0001,0.0001,0.0009
Low,5757.0,5.829425047767936e-05,7.62621953241941e-05,0.0,0.0,0.0,0.0001,0.001
Healthy,5760.0,8.550347222222223e-05,7.985002865358094e-05,0.0,0.0,0.0001,0.0001,0.001
