RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,194.19923637625826,11.152719006252894,150.0,190.0,200.0,200.0,220.0
Low,5757.0,189.78130970991836,14.027272087531806,150.0,180.0,200.0,200.0,220.0
Healthy,5760.0,195.9152777777778,9.084281102300162,150.0,200.0,200.0,200.0,220.0
