RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,1567.020479000347,14.747128402686345,567.0,1563.0,1566.0,1570.0,1667.0
Low,5757.0,1567.2443981240228,23.78888912867277,567.0,1564.0,1567.0,1570.0,1667.0
Healthy,5760.0,1566.2472222222223,30.431868501895824,567.0,1563.0,1567.0,1571.0,1667.0
