RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.0004611940298507463,0.0001513252141694656,0.0001,0.0004,0.0005,0.0006,0.004
Low,5757.0,0.0004399861038735453,0.0001597183059747103,0.0001,0.0003,0.0004,0.0005,0.004
Healthy,5760.0,0.0004206597222222222,0.00017861027692150097,0.0001,0.0003,0.0004,0.0005,0.004
