RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,11473.392051371051,157755.05430396638,25.0,6804.0,8825.0,10255.0,8473135.0
Low,5757.0,5928.929303456662,2734.3976724377703,25.0,4429.0,5571.0,7272.0,15536.0
Healthy,5760.0,3176.0015625,2561.691418156955,24.0,1227.0,2575.0,4284.0,11859.0
