RUL_class,count,mean,std,min,25%,50%,75%,max
Critical,5762.0,0.00039963554321416177,0.00012831220782430947,0.0001,0.0004,0.0004,0.0004,0.0027
Low,5757.0,0.00042202536043078003,0.0004060195054779908,0.0001,0.0004,0.0004,0.0004,0.0161
Healthy,5760.0,0.00043156250000000014,0.0004008980060247113,0.0001,0.0004,0.0004,0.0004,0.0161
