IsolationForest,LOF,OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,-1,-1,118.0,0.0007398305084745759,0.0006940701004656684,0.0002,0.0004,0.0004,0.0007,0.004
-1,-1,1,32.0,0.000703125,0.0004231101244585797,0.0004,0.0005,0.0005,0.0007,0.0019
-1,1,-1,252.0,0.0004436507936507937,0.0002041388605382075,0.0001,0.0004,0.0004,0.0004,0.0013
-1,1,1,462.0,0.000425974025974026,0.00015592639461822064,0.0001,0.0004,0.0004,0.0004,0.0013
1,-1,-1,247.0,0.0009279352226720654,0.0024638337228134978,0.0004,0.0004,0.0004,0.0004,0.0161
1,-1,1,467.0,0.0004316916488222699,0.0002838687495080703,0.0001,0.0004,0.0004,0.0004,0.0022
1,1,-1,247.0,0.0004315789473684211,0.00042880854129021304,0.0001,0.0004,0.0004,0.0004,0.0027
1,1,1,15454.0,0.00040522194900996516,0.0001222136121883927,0.0001,0.0004,0.0004,0.0004,0.0027
