IsolationForest,LOF,OneClassSVM,count,mean,std,min,25%,50%,75%,max
-1,-1,-1,118.0,0.053305084745762704,0.05368561673306779,0.01,0.01,0.02,0.1,0.15
-1,-1,1,32.0,0.034374999999999996,0.04391615912460999,0.01,0.01,0.02,0.02,0.15
-1,1,-1,252.0,0.026111111111111113,0.03630267234622879,0.01,0.01,0.01,0.02,0.15
-1,1,1,462.0,0.017121212121212124,0.02284870602150794,0.01,0.01,0.01,0.02,0.15
1,-1,-1,247.0,0.01476113360323887,0.044392324598544794,0.001,0.01,0.01,0.01,0.7
1,-1,1,467.0,0.022633832976445396,0.024304063907117014,0.01,0.01,0.01,0.02,0.13
1,1,-1,247.0,0.12720647773279356,0.2776262070701852,0.01,0.01,0.01,0.01,0.8
1,1,1,15454.0,0.014118674776756827,0.011666725879594109,0.01,0.01,0.01,0.01,0.15
