KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,sleeve,count
1,0,2,1,1,1,1,30013864,1
1,0,2,1,1,1,1,30013868,1
1,0,2,1,1,1,1,30013863,1
1,0,2,1,1,1,1,30012261,1
1,0,2,1,1,1,1,30013866,1
1,0,3,1,1,1,-1,30013346,1
1,0,3,1,1,1,1,30013865,1
1,0,3,1,1,1,1,30013864,1
1,0,3,1,1,1,1,30013350,1
1,0,3,1,1,1,1,30013870,1
1,0,3,1,1,1,1,30013868,1
1,0,3,1,1,1,1,30013863,1
1,0,3,1,1,1,1,30012261,1
1,0,3,1,1,1,1,30013866,1
1,0,4,1,1,1,1,30013864,1
1,0,4,1,1,1,1,30013350,1
1,0,4,1,1,1,1,30013865,1
1,0,4,1,1,1,1,30013346,1
1,0,4,1,1,1,1,30013870,1
1,0,4,1,1,1,1,30013866,1
1,0,4,1,1,1,1,30013868,1
1,0,4,1,1,1,1,30012261,1
1,0,4,1,1,1,1,30013863,1
1,0,5,1,1,1,1,30013864,1
1,0,5,1,1,1,1,30013350,1
1,0,5,1,1,1,1,30013346,1
1,0,5,1,1,1,1,30013870,1
1,0,5,1,1,1,1,30013865,1
1,0,5,1,1,1,1,30013868,1
1,0,5,1,1,1,1,30013863,1
1,0,5,1,1,1,1,30012261,1
1,0,5,1,1,1,1,30013866,1
1,0,5,1,1,1,1,30013874,1
1,0,5,1,1,1,1,30014143,1
1,0,5,1,1,1,1,30013359,1
1,0,5,1,1,1,1,30013875,1
1,0,5,1,1,1,1,30013871,1
1,0,5,1,1,1,1,30013873,1
1,0,5,1,1,1,1,30014136,1
1,0,5,1,1,1,1,30014144,1
1,0,5,1,1,1,1,30014140,1
1,0,6,1,1,1,1,30013870,1
1,0,6,1,1,1,1,30013864,1
1,0,6,1,1,1,1,30013863,1
1,0,6,1,1,1,1,30013866,1
1,0,6,1,1,1,1,30013865,1
1,0,6,1,1,1,1,30013868,1
1,0,7,1,1,1,1,30013864,2
1,0,7,1,1,1,1,30013870,2
1,0,7,1,1,1,1,30013863,2
1,0,7,1,1,1,1,30013866,2
1,0,7,1,1,1,1,30013865,2
1,0,7,1,1,1,1,30013868,2
1,0,8,1,1,1,1,30013864,4
1,0,8,1,1,1,1,30013870,4
1,0,8,1,1,1,1,30013863,4
1,0,8,1,1,1,1,30013868,4
1,0,8,1,1,1,1,30013866,4
1,0,8,1,1,1,1,30013865,4
1,0,8,1,1,1,1,30013876,1
1,0,8,1,1,1,1,30014140,1
1,0,8,1,1,1,1,30014138,1
1,0,8,1,1,1,1,30014143,1
1,0,8,1,1,1,1,30014144,1
1,0,8,1,1,1,1,30013874,1
1,0,8,1,1,1,1,30013873,1
1,0,9,1,1,1,1,30013864,6
1,0,9,1,1,1,1,30013870,6
1,0,9,1,1,1,1,30013863,6
1,0,9,1,1,1,1,30013866,6
1,0,9,1,1,1,1,30013865,6
1,0,9,1,1,1,1,30013868,6
1,0,9,1,1,1,1,30012909,5
1,0,9,1,1,1,1,30013353,5
1,0,9,1,1,1,1,30013349,5
1,0,9,1,1,1,1,30013351,5
1,0,9,1,1,1,1,30012904,5
1,0,9,1,1,1,1,30012903,5
1,0,9,1,1,1,1,30012910,5
1,0,9,1,1,1,1,30014184,3
1,0,9,1,1,1,1,30014186,3
1,0,9,1,1,1,1,30014187,3
1,0,9,1,1,1,1,30014189,3
1,0,9,1,1,1,1,30014183,3
1,0,9,1,1,1,1,30014185,3
1,0,9,1,1,1,1,30014138,2
1,0,9,1,1,1,1,30014140,2
1,0,9,1,1,1,1,30013876,2
1,0,9,1,1,1,1,30013873,2
1,0,9,1,1,1,1,30014144,2
1,0,9,1,1,1,1,30013874,2
1,0,9,1,1,1,1,30014143,2
1,0,10,1,1,1,1,30013870,1
1,0,10,1,1,1,1,30013863,1
1,0,10,1,1,1,1,30013866,1
1,0,10,1,1,1,1,30013868,1
1,0,10,1,1,1,1,30013864,1
1,0,10,1,1,1,1,30013865,1
1,0,11,1,1,1,1,30013864,8
1,0,11,1,1,1,1,30013863,8
1,0,11,1,1,1,1,30013870,8
1,0,11,1,1,1,1,30013866,8
1,0,11,1,1,1,1,30013865,8
1,0,11,1,1,1,1,30013868,8
1,0,12,1,1,1,1,30013864,1
1,0,12,1,1,1,1,30013870,1
1,0,12,1,1,1,1,30013863,1
1,0,12,1,1,1,1,30013866,1
1,0,12,1,1,1,1,30013865,1
1,0,12,1,1,1,1,30013868,1
1,0,13,1,1,1,-1,30013864,1
1,0,13,1,1,1,-1,30013870,1
1,0,13,1,1,1,-1,30013863,1
1,0,13,1,1,1,-1,30013866,1
1,0,13,1,1,1,-1,30013865,1
1,0,13,1,1,1,-1,30013868,1
1,0,14,1,1,1,-1,30013870,1
1,0,14,1,1,1,-1,30013865,1
1,0,14,1,1,1,1,30013863,1
1,0,14,1,1,1,1,30013864,1
1,0,14,1,1,1,1,30013866,1
1,0,14,1,1,1,1,30013868,1
1,0,15,1,1,1,1,30013864,1
1,0,15,1,1,1,1,30013863,1
1,0,15,1,1,1,1,30013870,1
1,0,15,1,1,1,1,30013866,1
1,0,15,1,1,1,1,30013865,1
1,0,15,1,1,1,1,30013868,1
1,0,16,1,1,1,1,30013864,1
1,0,16,1,1,1,1,30013863,1
1,0,16,1,1,1,1,30013870,1
1,0,16,1,1,1,1,30013866,1
1,0,16,1,1,1,1,30013865,1
1,0,16,1,1,1,1,30013868,1
1,0,17,1,1,1,1,30013864,1
1,0,17,1,1,1,1,30013863,1
1,0,17,1,1,1,1,30013870,1
1,0,17,1,1,1,1,30013866,1
1,0,17,1,1,1,1,30013865,1
1,0,17,1,1,1,1,30013868,1
1,0,18,2,1,-1,-1,30013864,1
1,0,18,2,1,-1,-1,30013863,1
1,0,18,2,1,-1,-1,30013870,1
1,0,18,2,1,-1,-1,30013866,1
1,0,18,2,1,-1,-1,30013865,1
1,0,18,2,1,-1,-1,30013868,1
1,0,19,1,1,-1,1,30013864,1
1,0,19,1,1,-1,1,30013863,1
1,0,19,1,1,-1,1,30013870,1
1,0,19,1,1,-1,1,30013865,1
1,0,19,1,1,-1,1,30013866,1
1,0,19,1,1,-1,1,30013868,1
1,0,20,1,1,1,1,30013866,1
1,0,20,1,1,1,1,30013868,1
1,0,20,1,1,1,1,30013865,1
1,0,20,1,1,1,1,30013870,1
1,0,20,1,1,1,1,30013863,1
1,0,21,1,1,-1,1,30014812,2
1,0,21,1,1,-1,1,30014818,2
1,0,21,1,1,-1,1,30014186,1
1,0,21,1,1,-1,1,30014185,1
1,0,21,1,1,-1,1,30014139,1
1,0,21,1,1,-1,1,530314 К,1
1,0,21,1,1,-1,1,30014135,1
1,0,21,1,1,1,1,30014821,315
1,0,21,1,1,1,1,30014817,279
1,0,21,1,1,1,1,30014810,279
1,0,21,1,1,1,1,30014808,276
1,0,21,1,1,1,1,30014811,268
1,0,21,1,1,1,1,30014812,238
1,0,21,1,1,1,1,30014820,235
1,0,21,1,1,1,1,30014803,230
1,0,21,1,1,1,1,30014815,216
1,0,21,1,1,1,1,30014804,209
1,0,21,1,1,1,1,30014816,201
1,0,21,1,1,1,1,30014824,187
1,0,21,1,1,1,1,30014807,186
1,0,21,1,1,1,1,30014825,169
1,0,21,1,1,1,1,30014809,163
1,0,21,1,1,1,1,30014818,149
1,0,21,1,1,1,1,30014814,130
1,0,21,1,1,1,1,530314 К,126
1,0,21,1,1,1,1,30014135,111
1,0,21,1,1,1,1,30014806,101
1,0,21,1,1,1,1,30014144,80
1,0,21,1,1,1,1,30014139,76
1,0,21,1,1,1,1,30014819,68
1,0,21,1,1,1,1,30014184,66
1,0,21,1,1,1,1,30014187,66
1,0,21,1,1,1,1,30014183,66
1,0,21,1,1,1,1,30014189,66
1,0,21,1,1,1,1,30014185,65
1,0,21,1,1,1,1,30014186,64
1,0,21,1,1,1,1,83898,56
1,0,21,1,1,1,1,30014140,52
1,0,21,1,1,1,1,30013873,52
1,0,21,1,1,1,1,30014143,52
1,0,21,1,1,1,1,30013876,51
1,0,21,1,1,1,1,30013874,50
1,0,21,1,1,1,1,30012909,40
1,0,21,1,1,1,1,30013875,36
1,0,21,1,1,1,1,30014083,35
1,0,21,1,1,1,1,30014077,35
1,0,21,1,1,1,1,30014084,35
1,0,21,1,1,1,1,30014082,35
1,0,21,1,1,1,1,30012264,34
1,0,21,1,1,1,1,30014085,33
1,0,21,1,1,1,1,30014138,31
1,0,21,1,1,1,1,30014142,28
1,0,21,1,1,1,1,30013359,28
1,0,21,1,1,1,1,30013363,28
1,0,21,1,1,1,1,30014141,28
1,0,21,1,1,1,1,30014134,28
1,0,21,1,1,1,1,30011717,23
1,0,21,1,1,1,1,30014080,23
1,0,21,1,1,1,1,30012913,23
1,0,21,1,1,1,1,30012905,23
1,0,21,1,1,1,1,30014079,23
1,0,21,1,1,1,1,30013863,21
1,0,21,1,1,1,1,30013866,21
1,0,21,1,1,1,1,30013868,21
1,0,21,1,1,1,1,30013865,21
1,0,21,1,1,1,1,30013870,21
1,0,21,1,1,1,1,30012904,19
1,0,21,1,1,1,1,30012903,19
1,0,21,1,1,1,1,30013353,17
1,0,21,1,1,1,1,30013349,17
1,0,21,1,1,1,1,30012910,17
1,0,21,1,1,1,1,30013864,14
1,0,21,1,1,1,1,30013351,3
1,0,21,1,1,1,1,30012912,2
1,0,21,2,1,1,1,30013866,1
1,0,21,2,1,1,1,30013868,1
1,0,21,2,1,1,1,30013865,1
1,0,21,2,1,1,1,30013863,1
1,0,21,2,1,1,1,30013870,1
1,0,21,2,1,1,1,30012264,1
1,0,21,2,1,1,1,30014807,1
1,0,21,2,1,1,1,30014804,1
1,0,21,2,1,1,1,30014817,1
1,0,21,2,1,1,1,30014808,1
1,0,21,2,1,1,1,30014811,1
1,0,21,2,1,1,1,30014810,1
1,0,21,2,1,1,1,30014816,1
1,0,21,2,1,1,1,30014820,1
1,0,21,2,1,1,1,30014803,1
1,0,21,2,1,1,1,30014809,1
1,0,22,1,1,1,1,30013863,1
1,0,22,1,1,1,1,30013866,1
1,0,22,1,1,1,1,30013864,1
1,0,22,1,1,1,1,30013868,1
1,0,22,1,1,1,1,30013865,1
1,0,22,1,1,1,1,30013870,1
1,0,23,1,1,-1,1,30013866,1
1,0,23,1,1,-1,1,30013865,1
1,0,23,1,1,-1,1,30013868,1
1,0,23,1,1,-1,1,30013870,1
1,0,23,1,1,-1,1,30013863,1
1,0,24,1,1,1,1,30013866,1
1,0,24,1,1,1,1,30013868,1
1,0,24,1,1,1,1,30013865,1
1,0,24,1,1,1,1,30013870,1
1,0,24,1,1,1,1,30013863,1
1,0,25,1,1,-1,1,30013863,1
1,0,25,1,1,-1,1,30013866,1
1,0,25,1,1,-1,1,30013868,1
1,0,25,1,1,-1,1,30013864,1
1,0,25,1,1,-1,1,30013865,1
1,0,25,1,1,-1,1,30013870,1
1,0,26,1,1,1,1,30013866,1
1,0,26,1,1,1,1,30013868,1
1,0,26,1,1,1,1,30013865,1
1,0,26,1,1,1,1,30013870,1
1,0,26,1,1,1,1,30013863,1
1,0,27,1,1,1,1,30013866,1
1,0,27,1,1,1,1,30013868,1
1,0,27,1,1,1,1,30013865,1
1,0,27,1,1,1,1,30013870,1
1,0,27,1,1,1,1,30013863,1
1,0,27,1,1,1,1,30013864,1
1,0,28,1,1,1,1,30013866,1
1,0,28,1,1,1,1,30013868,1
1,0,28,1,1,1,1,30013865,1
1,0,28,1,1,1,1,30013863,1
1,0,28,1,1,1,1,30013870,1
1,0,28,1,1,1,1,30013864,1
1,0,29,1,1,1,1,30013866,1
1,0,29,1,1,1,1,30013868,1
1,0,29,1,1,1,1,30013865,1
1,0,29,1,1,1,1,30013863,1
1,0,29,1,1,1,1,30013870,1
1,0,29,1,1,1,1,30013864,1
1,0,30,1,1,1,1,30013866,1
1,0,30,1,1,1,1,30013868,1
1,0,30,1,1,1,1,30013865,1
1,0,30,1,1,1,1,30013870,1
1,0,30,1,1,1,1,30013863,1
1,0,30,1,1,1,1,30013864,1
1,0,31,2,1,-1,1,30013864,1
1,0,31,2,1,-1,1,30013870,1
1,0,31,2,1,-1,1,30013866,1
1,0,31,2,1,-1,1,30013865,1
1,0,31,2,1,-1,1,30013868,1
1,0,31,2,1,-1,1,30013863,1
1,0,32,1,1,-1,1,30013870,1
1,0,32,1,1,1,1,30013864,1
1,0,32,1,1,1,1,30013866,1
1,0,32,1,1,1,1,30013868,1
1,0,32,1,1,1,1,30013863,1
1,0,32,1,1,1,1,30013865,1
1,0,33,2,1,-1,-1,30013864,1
1,0,33,2,1,-1,-1,30013870,1
1,0,33,2,1,-1,-1,30013866,1
1,0,33,2,1,-1,-1,30013868,1
1,0,33,2,1,-1,-1,30013863,1
1,0,33,2,1,-1,-1,30013865,1
1,0,34,2,-1,1,-1,30013864,1
1,0,34,2,-1,1,-1,30013870,1
1,0,34,2,-1,1,-1,30013866,1
1,0,34,2,-1,1,-1,30013868,1
1,0,34,2,-1,1,-1,30013865,1
1,0,34,2,-1,1,-1,30013863,1
1,0,35,2,-1,1,-1,30013864,1
1,0,35,2,-1,1,-1,30013870,1
1,0,35,2,-1,1,-1,30013866,1
1,0,35,2,-1,1,-1,30013868,1
1,0,35,2,-1,1,-1,30013865,1
1,0,35,2,-1,1,1,30013863,1
1,0,36,2,-1,1,1,30013864,1
1,0,36,2,-1,1,1,30013870,1
1,0,36,2,-1,1,1,30013866,1
1,0,36,2,1,1,1,30013865,1
1,0,36,2,1,1,1,30013868,1
1,0,36,2,1,1,1,30013863,1
1,0,37,2,1,1,-1,30013864,1
1,0,37,2,1,1,-1,30013870,1
1,0,37,2,1,1,-1,30013866,1
1,0,37,2,1,1,-1,30013865,1
1,0,37,2,1,1,-1,30013868,1
1,0,37,2,1,1,-1,30013863,1
1,0,38,2,-1,-1,-1,30013864,1
1,0,38,2,-1,-1,-1,30013870,1
1,0,38,2,-1,-1,-1,30013866,1
1,0,38,2,-1,-1,-1,30013865,1
1,0,38,2,-1,-1,-1,30013868,1
1,0,38,2,-1,-1,-1,30013863,1
1,0,39,2,1,1,1,30013864,1
1,0,39,2,1,1,1,30013870,1
1,0,39,2,1,1,1,30013866,1
1,0,39,2,1,1,1,30013865,1
1,0,39,2,1,1,1,30013868,1
1,0,39,2,1,1,1,30013863,1
1,0,40,1,1,1,1,30013863,1
1,0,40,1,1,1,1,30013870,1
1,0,40,1,1,1,1,30013866,1
1,0,40,1,1,1,1,30013864,1
1,0,40,1,1,1,1,30013868,1
1,0,40,1,1,1,1,30013865,1
1,0,41,2,1,1,1,30013864,2
1,0,41,2,1,1,1,30013870,2
1,0,41,2,1,1,1,30013866,2
1,0,41,2,1,1,1,30013865,2
1,0,41,2,1,1,1,30013868,2
1,0,41,2,1,1,1,30013863,2
1,0,42,1,1,1,1,30013870,3
1,0,42,1,1,1,1,30013864,3
1,0,42,1,1,1,1,30013866,3
1,0,42,1,1,1,1,30013868,3
1,0,42,1,1,1,1,30013863,3
1,0,42,1,1,1,1,30013865,3
1,0,43,1,1,1,1,30013866,9
1,0,43,1,1,1,1,30013870,9
1,0,43,1,1,1,1,30013864,9
1,0,43,1,1,1,1,30013865,9
1,0,43,1,1,1,1,30013868,9
1,0,43,1,1,1,1,30013863,9
1,0,43,1,1,1,1,30013352,6
1,0,43,1,1,1,1,30012904,6
1,0,43,1,1,1,1,30013353,6
1,0,43,1,1,1,1,30012088,6
1,0,43,1,1,1,1,30012910,6
1,0,43,1,1,1,1,30012903,6
1,0,43,1,1,1,1,30012909,6
1,0,43,1,1,1,1,30013349,6
1,0,44,1,1,-1,-1,30013870,1
1,0,44,1,1,1,-1,30013865,1
1,0,44,1,1,1,1,30013866,1
1,0,44,1,1,1,1,30013864,1
1,0,44,1,1,1,1,30013863,1
1,0,44,1,1,1,1,30013868,1
1,0,45,1,1,1,1,30013870,1
1,0,45,1,1,1,1,30013866,1
1,0,45,1,1,1,1,30013868,1
1,0,45,1,1,1,1,30013863,1
1,0,45,1,1,1,1,30013865,1
1,0,45,1,1,1,1,30013864,1
1,0,46,2,1,-1,1,30013870,1
1,0,46,2,1,-1,1,30013864,1
1,0,46,2,1,-1,1,30013866,1
1,0,46,2,1,-1,1,30013865,1
1,0,46,2,1,-1,1,30013868,1
1,0,46,2,1,-1,1,30013863,1
1,0,47,2,1,1,1,30013870,1
1,0,47,2,1,1,1,30013864,1
1,0,47,2,1,1,1,30013866,1
1,0,47,2,1,1,1,30013865,1
1,0,47,2,1,1,1,30013868,1
1,0,47,2,1,1,1,30013863,1
1,0,48,1,1,1,1,30013358,1
1,0,48,1,1,1,1,30013870,1
1,0,48,1,1,1,1,30013868,1
1,0,48,1,1,1,1,30013866,1
1,0,48,1,1,1,1,30013865,1
1,0,48,1,1,1,1,30013864,1
1,0,48,1,1,1,1,30013863,1
1,0,48,1,1,1,1,30013356,1
1,0,49,1,1,1,1,30013870,1
1,0,49,1,1,1,1,30013868,1
1,0,49,1,1,1,1,30013358,1
1,0,49,1,1,1,1,30013865,1
1,0,49,1,1,1,1,30013866,1
1,0,49,1,1,1,1,30013863,1
1,0,49,1,1,1,1,30013864,1
1,0,49,1,1,1,1,30013356,1
1,0,50,2,1,1,-1,30013865,1
1,0,50,2,1,1,1,30013870,1
1,0,50,2,1,1,1,30013868,1
1,0,50,2,1,1,1,30013866,1
1,0,50,2,1,1,1,30013358,1
1,0,50,2,1,1,1,30013863,1
1,0,50,2,1,1,1,30013864,1
1,0,50,2,1,1,1,30013356,1
1,0,51,1,1,1,1,30013870,1
1,0,51,1,1,1,1,30013868,1
1,0,51,1,1,1,1,30013866,1
1,0,51,1,1,1,1,30013865,1
1,0,51,1,1,1,1,30013358,1
1,0,51,1,1,1,1,30013863,1
1,0,51,1,1,1,1,30013864,1
1,0,51,1,1,1,1,30013356,1
1,0,52,1,1,1,1,30013358,1
1,0,52,1,1,1,1,30013870,1
1,0,52,1,1,1,1,30013865,1
1,0,52,1,1,1,1,30013868,1
1,0,52,1,1,1,1,30013863,1
1,0,52,1,1,1,1,30013864,1
1,0,52,1,1,1,1,30013356,1
1,0,52,1,1,1,1,30013866,1
1,0,53,1,1,1,1,30013358,3
1,0,53,1,1,1,1,30013868,3
1,0,53,1,1,1,1,30013870,3
1,0,53,1,1,1,1,30013865,3
1,0,53,1,1,1,1,30013866,3
1,0,53,1,1,1,1,30013863,3
1,0,53,1,1,1,1,30013864,3
1,0,53,1,1,1,1,30013356,3
1,0,54,1,1,1,1,30013358,1
1,0,54,1,1,1,1,30013870,1
1,0,54,1,1,1,1,30013865,1
1,0,54,1,1,1,1,30013868,1
1,0,54,1,1,1,1,30013863,1
1,0,54,1,1,1,1,30013864,1
1,0,54,1,1,1,1,30013356,1
1,0,54,1,1,1,1,30013866,1
1,0,55,1,1,1,1,30013870,1
1,0,55,1,1,1,1,30013868,1
1,0,55,1,1,1,1,30013865,1
1,0,55,1,1,1,1,30013866,1
1,0,55,1,1,1,1,30013358,1
1,0,55,1,1,1,1,30013863,1
1,0,55,1,1,1,1,30013864,1
1,0,55,1,1,1,1,30013356,1
1,0,56,1,1,1,1,30013358,7
1,0,56,1,1,1,1,30013870,7
1,0,56,1,1,1,1,30013865,7
1,0,56,1,1,1,1,30013868,7
1,0,56,1,1,1,1,30013863,7
1,0,56,1,1,1,1,30013356,7
1,0,56,1,1,1,1,30013866,7
1,0,56,1,1,1,1,30013864,3
1,0,57,2,1,1,1,30013358,1
1,0,57,2,1,1,1,30013870,1
1,0,57,2,1,1,1,30013865,1
1,0,57,2,1,1,1,30013868,1
1,0,57,2,1,1,1,30013863,1
1,0,57,2,1,1,1,30013864,1
1,0,57,2,1,1,1,30013356,1
1,0,57,2,1,1,1,30013866,1
1,0,58,1,1,1,1,30013870,1
1,0,58,1,1,1,1,30013868,1
1,0,58,1,1,1,1,30013866,1
1,0,58,1,1,1,1,30013865,1
1,0,58,1,1,1,1,30013358,1
1,0,58,1,1,1,1,30013864,1
1,0,58,1,1,1,1,30013863,1
1,0,58,1,1,1,1,30013356,1
1,0,59,1,1,1,1,30013870,1
1,0,59,1,1,1,1,30013868,1
1,0,59,1,1,1,1,30013865,1
1,0,59,1,1,1,1,30013866,1
1,0,59,1,1,1,1,30013358,1
1,0,59,1,1,1,1,30013863,1
1,0,59,1,1,1,1,30013864,1
1,0,59,1,1,1,1,30013356,1
1,0,60,2,1,1,1,30013870,1
1,0,60,2,1,1,1,30013865,1
1,0,60,2,1,1,1,30013358,1
1,0,60,2,1,1,1,30013866,1
1,0,60,2,1,1,1,30013868,1
1,0,60,2,1,1,1,30013863,1
1,0,60,2,1,1,1,30013864,1
1,0,60,2,1,1,1,30013356,1
1,0,61,2,1,1,1,30013870,1
1,0,61,2,1,1,1,30013358,1
1,0,61,2,1,1,1,30013865,1
1,0,61,2,1,1,1,30013866,1
1,0,61,2,1,1,1,30013868,1
1,0,61,2,1,1,1,30013863,1
1,0,61,2,1,1,1,30013864,1
1,0,61,2,1,1,1,30013356,1
1,0,62,1,1,1,1,30013865,1
1,0,62,1,1,1,1,30013358,1
1,0,62,1,1,1,1,30013868,1
1,0,62,1,1,1,1,30013870,1
1,0,62,1,1,1,1,30013863,1
1,0,62,1,1,1,1,30013864,1
1,0,62,1,1,1,1,30013356,1
1,0,62,1,1,1,1,30013866,1
1,0,63,1,1,1,1,30013870,9
1,0,63,1,1,1,1,30013358,9
1,0,63,1,1,1,1,30013868,9
1,0,63,1,1,1,1,30013865,9
1,0,63,1,1,1,1,30013863,9
1,0,63,1,1,1,1,30013356,9
1,0,63,1,1,1,1,30013866,9
1,0,63,1,1,1,1,30014083,6
1,0,63,1,1,1,1,30014085,6
1,0,63,1,1,1,1,30014082,6
1,0,63,1,1,1,1,30012264,6
1,0,63,1,1,1,1,30014084,6
1,0,63,1,1,1,1,30014077,6
1,0,63,1,1,1,1,30014812,5
1,0,63,1,1,1,1,30014139,4
1,0,63,1,1,1,1,530314 К,4
1,0,63,1,1,1,1,30014818,4
1,0,63,1,1,1,1,30014135,4
1,0,63,1,1,1,1,30012909,3
1,0,63,1,1,1,1,30011717,3
1,0,63,1,1,1,1,30012903,3
1,0,63,1,1,1,1,30012912,3
1,0,63,1,1,1,1,30012904,3
1,0,63,1,1,1,1,30012905,3
1,0,63,1,1,1,1,30014080,3
1,0,63,1,1,1,1,30012913,3
1,0,63,1,1,1,1,30014079,3
1,0,63,1,1,1,1,30014816,1
1,0,63,1,1,1,1,30014824,1
1,0,63,1,1,1,1,30014814,1
1,0,63,1,1,1,1,30014825,1
1,0,63,1,1,1,1,30014819,1
1,0,63,1,1,1,1,30014806,1
1,0,63,2,1,1,1,30012912,5
1,0,63,2,1,1,1,30012903,5
1,0,63,2,1,1,1,30011717,5
1,0,63,2,1,1,1,30012904,5
1,0,63,2,1,1,1,30014080,5
1,0,63,2,1,1,1,30012905,5
1,0,63,2,1,1,1,30012913,5
1,0,63,2,1,1,1,30014079,5
1,0,63,2,1,1,1,30012909,4
1,0,64,1,1,1,1,30014144,271
1,0,64,1,1,1,1,30014136,156
1,0,64,1,1,1,1,30013875,122
1,0,64,1,1,1,1,30013871,122
1,0,64,1,1,1,1,30014141,115
1,0,64,1,1,1,1,30013359,98
1,0,64,1,1,1,1,30014142,92
1,0,64,1,1,1,1,30014138,92
1,0,64,1,1,1,1,30013873,64
1,0,64,1,1,1,1,30013872,58
1,0,64,1,1,1,1,30013876,56
1,0,64,1,1,1,1,30014191,50
1,0,64,1,1,1,1,30014192,50
1,0,64,1,1,1,1,30014193,50
1,0,64,1,1,1,1,30014190,50
1,0,64,1,1,1,1,30014134,44
1,0,64,1,1,1,1,30014188,43
1,0,64,1,1,1,1,30014078,39
1,0,64,1,1,1,1,30013867,34
1,0,64,1,1,1,1,30012909,29
1,0,64,1,1,1,1,30012913,22
1,0,64,1,1,1,1,30011717,22
1,0,64,1,1,1,1,30012903,22
1,0,64,1,1,1,1,30012912,22
1,0,64,1,1,1,1,30012907,22
1,0,64,1,1,1,1,30012905,22
1,0,64,1,1,1,1,30012904,18
1,0,64,1,1,1,1,30014187,18
1,0,64,1,1,1,1,30014143,10
1,0,64,1,1,1,1,30013874,8
1,0,64,1,1,1,1,30014140,8
1,0,64,1,1,1,1,30013349,7
1,0,64,1,1,1,1,30013351,7
1,0,64,1,1,1,1,30013353,7
1,0,64,1,1,1,1,30013347,7
1,0,64,1,1,1,1,30013352,6
1,0,64,2,1,1,1,30014144,15
1,0,64,2,1,1,1,30014142,13
1,0,64,2,1,1,1,30014136,13
1,0,64,2,1,1,1,30014138,13
1,0,64,2,1,1,1,30013359,11
1,0,64,2,1,1,1,30013867,11
1,0,64,2,1,1,1,30014141,3
1,0,64,2,1,1,1,30012913,1
1,0,64,2,1,1,1,30012904,1
1,0,64,2,1,1,1,30012903,1
1,0,64,2,1,1,1,30012909,1
1,0,64,2,1,1,1,30012912,1
1,0,64,2,1,1,1,30012907,1
1,0,64,2,1,1,1,30011717,1
1,0,64,2,1,1,1,30012905,1
1,0,64,2,1,1,1,30014193,1
1,0,64,2,1,1,1,30014190,1
1,0,64,2,1,1,1,30014191,1
1,0,64,2,1,1,1,30014078,1
1,0,64,2,1,1,1,30014188,1
1,0,64,2,1,1,1,30014192,1
1,0,64,2,1,1,1,30013871,1
1,0,64,2,1,1,1,30013872,1
1,0,64,2,1,1,1,30013875,1
1,0,65,2,1,1,1,30013352,2
1,0,65,2,1,1,1,30012909,2
1,0,65,2,1,1,1,30013349,2
1,0,65,2,1,1,1,30013351,2
1,0,65,2,1,1,1,30013353,2
1,0,65,2,1,1,1,30013347,2
1,0,66,2,-1,1,-1,30013352,1
1,0,66,2,-1,1,-1,30013349,1
1,0,66,2,-1,1,-1,30013351,1
1,0,66,2,-1,1,-1,30013353,1
1,0,66,2,-1,1,-1,30012909,1
1,0,66,2,-1,1,-1,30013347,1
1,0,67,2,-1,1,-1,30013352,1
1,0,67,2,-1,1,-1,30013349,1
1,0,67,2,-1,1,-1,30013351,1
1,0,67,2,-1,1,-1,30012909,1
1,0,67,2,-1,1,-1,30013353,1
1,0,67,2,-1,1,-1,30013347,1
1,0,68,2,-1,-1,-1,30013352,1
1,0,68,2,-1,-1,-1,30013349,1
1,0,68,2,-1,-1,-1,30013351,1
1,0,68,2,-1,-1,-1,30013353,1
1,0,68,2,-1,-1,-1,30012909,1
1,0,68,2,-1,-1,-1,30013347,1
1,0,69,2,-1,1,-1,30013352,1
1,0,69,2,-1,1,-1,30013349,1
1,0,69,2,-1,1,-1,30013351,1
1,0,69,2,-1,1,-1,30013353,1
1,0,69,2,-1,1,-1,30012909,1
1,0,69,2,-1,1,-1,30013347,1
1,0,70,2,-1,1,-1,30013352,1
1,0,70,2,-1,1,-1,30013349,1
1,0,70,2,-1,1,-1,30013351,1
1,0,70,2,-1,1,-1,30013353,1
1,0,70,2,-1,1,-1,30012909,1
1,0,70,2,-1,1,-1,30013347,1
1,0,72,2,1,1,-1,30013353,1
1,0,72,2,1,1,-1,30012903,1
1,0,72,2,1,1,1,30012909,1
1,0,72,2,1,1,1,30013349,1
1,0,72,2,1,1,1,30013351,1
1,0,72,2,1,1,1,30012904,1
1,0,72,2,1,1,1,30012910,1
1,0,73,1,1,-1,1,30013353,1
1,0,73,1,1,-1,1,30012904,1
1,0,73,1,1,1,1,30012909,1
1,0,73,1,1,1,1,30013349,1
1,0,73,1,1,1,1,30013351,1
1,0,73,1,1,1,1,30012903,1
1,0,73,1,1,1,1,30012910,1
1,0,74,1,1,1,1,30012264,2
1,0,74,1,1,1,1,30014077,2
1,0,74,1,1,1,1,30014084,2
1,0,74,1,1,1,1,30014083,2
1,0,74,1,1,1,1,30014082,2
1,0,74,1,1,1,1,30012909,1
1,0,74,1,1,1,1,30013353,1
