KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,sleeve,count
1,0,-1,2,1,1,1,30012909,4
1,0,-1,2,1,1,1,30012903,4
1,0,-1,2,1,1,1,30014812,4
1,0,-1,2,1,1,1,30014818,4
1,0,-1,2,1,1,1,30014085,3
1,0,-1,2,1,1,1,530314 К,3
1,0,-1,2,1,1,1,30014079,2
1,0,-1,2,1,1,1,30014814,2
1,0,-1,2,1,1,1,30012905,1
1,0,-1,2,1,1,1,30011717,1
1,0,-1,2,1,1,1,30014080,1
1,0,-1,2,1,1,1,30014186,1
1,0,-1,2,1,1,1,30014819,1
1,0,-1,2,1,1,1,30014825,1
1,0,-1,2,1,1,1,30014806,1
1,0,-1,2,1,1,1,30014824,1
1,0,-1,2,1,1,1,30014139,1
1,0,-1,2,1,1,1,30014135,1
1,0,2,1,1,1,1,30013865,1
1,0,2,1,1,1,1,30013346,1
1,0,2,1,1,1,1,30013870,1
1,0,2,1,1,1,1,30013350,1
